"Brand_name","Drug_name_original","Drug_name","Sponsor","DrugId","Properties","Indication","Indication_EFO","DiseaseId","TA","Review_type_2","Year","targetIds"
"Osphena","Ospemifene","OSPEMIFENE","Shionogi","CHEMBL2105395","Oestrogen receptor modulator","Moderate to severe dyspareunia due to menopause","Dyspareunia; menopause","HP_0030016; EFO_0003922","Other","S",2013,"ENSG00000140009, ENSG00000091831"
"Lymphoseek kit","Technetium TC 99m tilmanocept","TECHNETIUM TC 99M TILMANOCEPT","Navidea","CHEMBL2108726","Radioactive diagnostic agent","Lymphatic mapping in patients with breast cancer or melanoma","breast cancer; melanoma","MONDO_0007254; EFO_0000756","Other","S",2013,"ENSG00000260314"
"Dotarem","Gadoterate meglumine","GADOTERATE MEGLUMINE","Guerbet","CHEMBL2219415","Gadolinium-based contrast agent","Contrast agent to visualize disruption of the blood-brain barrier",NA,NA,"Other","P",2013,""
"Tecfidera","Dimethyl fumarate","DIMETHYL FUMARATE","Biogen Idec","CHEMBL2107333","MOA unknown; activates NRF2 pathway","Relapsing forms of multiple sclerosis","relapsing-remitting multiple sclerosis","EFO_0003929","Other","S",2013,"ENSG00000079999"
"Invokana","Canagliflozin","CANAGLIFLOZIN","Janssen","CHEMBL4594217","SGLT2 inhibitor","Type 2 diabetes","type 2 diabetes mellitus","MONDO_0005148","Other","S",2013,"ENSG00000140675"
"Invokana","Canagliflozin","CANAGLIFLOZIN","Janssen","CHEMBL2048484","SGLT2 inhibitor","Type 2 diabetes","type 2 diabetes mellitus","MONDO_0005148","Other","S",2013,"ENSG00000140675"
"Breo Ellipta","Fluticasone; vilanterol","FLUTICASONE","GSK","CHEMBL1473","Corticosteroid plus LABA","Chronic obstructive pulmonary disease","chronic obstructive pulmonary disease","EFO_0000341","Other","S",2013,"ENSG00000113580"
"Breo Ellipta","Fluticasone; vilanterol","VILANTEROL","GSK","CHEMBL1198857","Corticosteroid plus LABA","Chronic obstructive pulmonary disease","chronic obstructive pulmonary disease","EFO_0000341","Other","S",2013,"ENSG00000169252"
"Xofigo","Radium RA 223 dichloride","RADIUM RA 223 DICHLORIDE","Bayer","CHEMBL2107816","Alpha particle-emitting radioactive therapeutic","Castration-resistant prostate cancer","prostate cancer","MONDO_0008315","Other","P, F",2013,""
"Tafinlar","Dabrafenib","DABRAFENIB","GSK","CHEMBL2028663","Kinase inhibitor with activity against BRAFV600E, BRAFV600K, BRAFV600D, wild-type BRAF and other kinases","Unresectable or metastatic melanoma with BRAF(V600E) mutation as detected by an FDA-approved test","metastatic melanoma","EFO_0002617","Oncology","S, O, F",2013,"ENSG00000157764"
"Mekinist","Trametinib","TRAMETINIB","GSK","CHEMBL2103875","MEK1 and MEK2 kinase inhibitor","Unresectable or metastatic melanoma with BRAF(V600E) mutation as detected by an FDA-approved test","metastatic melanoma","EFO_0002617","Oncology","S, O, F",2013,"ENSG00000169032, ENSG00000126934"
"Gilotrif","Afatinib","AFATINIB","Boehringer Ingelheim","CHEMBL1173655","EGFR (ERBB1), HER2 (ERBB2), and HER4 (ERRB4) kinase inhibitor","First-line treatment of patients with metastatic NSCLC whose tumours have EGFR exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test","non-small cell lung carcinoma","EFO_0003060","Oncology","P, O, F",2013,"ENSG00000141736, ENSG00000146648, ENSG00000178568"
"Tivicay","Dolutegravir","DOLUTEGRAVIR","ViiV","CHEMBL1229211","HIV1 integrase strand transfer inhibitor","HIV1 infection in adults and children, in combination with other antiretroviral agents","HIV infection","EFO_0000764","Other","P, F",2013,""
"Brintellix","Vortioxetine","VORTIOXETINE","Takeda","CHEMBL2104993","Serotonin reuptake inhibitor","Major depressive disorder","major depressive disorder","MONDO_0002009","Other","S",2013,"ENSG00000178394, ENSG00000108576, ENSG00000166736"
"Duavee","Bazedoxifene acetate; oestrogens","BAZEDOXIFENE ACETATE","Pfizer","CHEMBL2106615","Conjugated oestrogens with an oestrogen receptor modulator","Moderate to severe vasomotor symptoms associated with menopause and prevention of postmenopausal osteoporosis","menopause; postmenopausal osteoporosis","EFO_0003922; EFO_0003854","Other","S",2013,"ENSG00000091831, ENSG00000140009"
"Duavee","Bazedoxifene acetate; oestrogens","ESTROGENS, CONJUGATED","Pfizer","CHEMBL1201649","Conjugated oestrogens with an oestrogen receptor modulator","Moderate to severe vasomotor symptoms associated with menopause and prevention of postmenopausal osteoporosis","menopause; postmenopausal osteoporosis","EFO_0003922; EFO_0003854","Other","S",2013,"ENSG00000140009, ENSG00000091831"
"Adempas","Riociguat","RIOCIGUAT","Bayer","CHEMBL2107834","Soluble guanylyl cyclase stimulator","Persistent or recurrent chronic thromboembolic pulmonary hypertension and pulmonary arterial hypertension","pulmonary arterial hypertension","EFO_0001361","Other","P, O",2013,"ENSG00000123201, ENSG00000164116, ENSG00000061918, ENSG00000152402"
"Opsumit","Macitentan","MACITENTAN","Actelion","CHEMBL2103873","Endothelin receptor antagonist","Pulmonary arterial hypertension","pulmonary arterial hypertension","EFO_0001361","Other","S, O",2013,"ENSG00000136160, ENSG00000151617"
"Vizamyl","Flutemetamol F-18","FLUTEMETAMOL F-18","GE Healthcare","CHEMBL2042122","Radioactive diagnostic agent","PET imaging of the brain to estimate beta-amyloid neuritic plaque density in patients who are being evaluated for Alzheimer's disease","neuritic plaque measurement; Alzheimer disease","EFO_0006798; MONDO_0004975","Other","S",2013,"ENSG00000142192"
"Gazyva","Obinutuzumab","OBINUTUZUMAB","Genentech","CHEMBL1743048","Humanized CD20-specific monoclonal antibody","Previously untreated chronic lymphocytic leukaemia","chronic lymphocytic leukemia","EFO_0000095","Oncology","P, O, B",2013,"ENSG00000156738"
"Aptiom","Eslicarbazepine","ESLICARBAZEPINE","Sunovion","CHEMBL315985","MOA unknown, but thought to involve voltage-gated sodium channels","Partial-onset seizures","Seizure","HP_0001250","Other","S",2013,"ENSG00000168356, ENSG00000169432, ENSG00000144285, ENSG00000007314, ENSG00000136546, ENSG00000185313, ENSG00000136531, ENSG00000183873, ENSG00000196876, ENSG00000153253"
"Imbruvica","Ibrutinib","IBRUTINIB","Pharmacyclics","CHEMBL1873475","Bruton's tyrosine kinase inhibitor","Mantle cell lymphoma","Mantle cell lymphoma","EFO_1001469","Oncology","P, O, B, F",2013,"ENSG00000010671"
"Luzu","Luliconazole","LULICONAZOLE","Medicis","CHEMBL2105689","Azole antifungal","Interdigital tinea pedis, tinea cruris and tinea corporis caused by Trichophyton rubrum and Epidermophyton floccosum","tinea","EFO_0007510","Other","S",2013,""
"Olysio","Simeprevir","SIMEPREVIR","Janssen","CHEMBL501849","HCV NS3/4A protease inhibitor","Chronic HCV infection, as a component of a combination antiviral treatment regimen","hepatitis C virus infection","EFO_0003047","Other","P, F",2013,""
"Sovaldi","Sofosbuvir","SOFOSBUVIR","Gilead","CHEMBL1259059","HCV nucleotide analogue NS5B polymerase inhibitor","Chronic HCV infection, as a component of a combination antiviral treatment regimen","hepatitis C virus infection","EFO_0003047","Other","P, B, F",2013,""
"Anoro Ellipta","Umeclidinium; vilanterol","UMECLIDINIUM","GSK","CHEMBL1187833","Anticholinergic and a LABA","Chronic obstructive pulmonary disease","chronic obstructive pulmonary disease","EFO_0000341","Other","S",2013,"ENSG00000133019"
"Anoro Ellipta","Umeclidinium; vilanterol","VILANTEROL","GSK","CHEMBL1198857","Anticholinergic and a LABA","Chronic obstructive pulmonary disease","chronic obstructive pulmonary disease","EFO_0000341","Other","S",2013,"ENSG00000169252"
