Brand_name,Drug_name_original,Drug_name,DrugId,targetIds,Sponsor,Properties,TA,TA_check,Indication,Indication_EFO,DiseaseId,Review_type,Year,has_GE,comment,Disease_class
Winlevi,Clascoterone,CLASCOTERONE,CHEMBL3590187,ENSG00000169083,Cassiopea SpA,Androgen receptor inhibitor,Other,Other indication,Acne vulgaris,acne,EFO_0003894,S,2020,TRUE,,Non Severe
Xadago,Safinamide,SAFINAMIDE,CHEMBL396778,ENSG00000069535,US WorldMeds,MAO-B inhibitor,Other,Other indication,Parkinson disease,Parkinson disease,MONDO_0005180,S,2017,TRUE,,Severe
Xcopri,Cenobamate,CENOBAMATE,CHEMBL3989949,"ENSG00000168356, ENSG00000196876, ENSG00000185313, ENSG00000144285, ENSG00000153253, ENSG00000183873, ENSG00000136531, ENSG00000169432, ENSG00000136546, ENSG00000007314, ENSG00000186297, ENSG00000151834, ENSG00000011677, ENSG00000187730, ENSG00000109158, ENSG00000022355, ENSG00000166206, ENSG00000182256, ENSG00000145864, ENSG00000268089, ENSG00000145863, ENSG00000094755, ENSG00000163288, ENSG00000113327, ENSG00000102287, ENSG00000163285",SK Life Science,Unknown,Other,Other indication,Partial onset seizures,seizure,HP_0001250,S,2019,TRUE,,Not concordant
Xeglyze,Abametapir,ABAMETAPIR,CHEMBL2205807,NA,Dr Reddy‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂¬¨‚Ä¢s,Metalloproteinase inhibitor,Other,No human target,Head lice,lice infestation,MONDO_0003472,S,2020,NA,,Non Severe
Xenleta,Lefamulin,LEFAMULIN,CHEMBL3291398,NA,Nabriva,Pleuromutilin antibacterial,Other,No human target,CABP,bacterial pneumonia,EFO_1001272,"P, F",2019,NA,,Severe
Xenoview,Xenon Xe 129 hyperpolarized,Xenon Xe 129 hyperpolarized,CHEMBL4594411,NA,Polarean,Hyperpolarized contrast agent,Other,No human target,MRI-evaluation of lung ventilation,NA,NA,S,2022,NA,,NA
Xenpozyme,Olipudase alfa,Olipudase alfa,CHEMBL3707358,ENSG00000166311,Sanofi/Genzyme,Acid sphingomyelinase ERT,Other,Other indication,Acid sphingomyelinase deficiency,acid sphingomyelinase deficiency,MONDO_0100464,"P, O, B, F",2022,TRUE,,Severe
Xepi,Ozenoxacin,OZENOXACIN,CHEMBL3990047,NA,Ferrer Internacional,Quinolone antimicrobial,Other,No human target,Impetigo due to Staphylococcus aureus or Streptococcus pyogenes,impetigo,EFO_1000714,S,2017,NA,,Non Severe
Xerava,Eravacycline,ERAVACYCLINE,CHEMBL1951095,NA,Tetraphase Pharmaceuticals,Tetracycline antibiotic,Other,No human target,Complicated intra-abdominal infections,infectious disease,EFO_0005741,"P, F",2018,NA,,Severe
Xermelo,Telotristat etiprate,TELOTRISTAT ETIPRATE,CHEMBL3348963,"ENSG00000129167, ENSG00000139287",Lexicon Pharmaceuticals,Tryptophan hydroxylase inhibitor,Other,Other indication,Carcinoid syndrome diarrhoea,carcinoid syndrome; Diarrhea,EFO_1000852; HP_0002014,"P, O, F",2017,FALSE,Symptomatic,Non Severe
Xiidra,Lifitegrast,LIFITEGRAST,CHEMBL2048028,"ENSG00000160255, ENSG00000005844",Shire Pharmaceuticals,LFA1 antagonist,Other,Other indication,Dry eye disease,dry eye syndrome,EFO_1000906,P,2016,FALSE,,Non Severe
Xofigo,Radium RA 223 dichloride,RADIUM RA 223 DICHLORIDE,CHEMBL2107816,NA,Bayer,Alpha particle-emitting radioactive therapeutic,Other,No human target,Castration-resistant prostate cancer,prostate cancer,MONDO_0008315,"P, F",2013,NA,,Severe
Xofluza,Baloxavir marboxil,BALOXAVIR MARBOXIL,CHEMBL4297503,NA,Shionogi/Roche,Polymerase acidic endonuclease inhibitor,Other,No human target,Acute uncomplicated influenza,influenza,EFO_0007328,P,2018,NA,,Non Severe
Xospata,Gilteritinib,GILTERITINIB,CHEMBL3301622,"ENSG00000122025, ENSG00000167601",Astellas,FLT3 inhibitor,Oncology,Oncology,FLT3-positive AML,acute myeloid leukemia,EFO_0000222,"P, O, B, F",2018,TRUE,,Severe
Xpovio,Selinexor,SELINEXOR,CHEMBL3545185,ENSG00000082898,Karyopharm Therapeutics,XPO1 inhibitor,Oncology,Oncology,Multiple myeloma,multiple myeloma,EFO_0001378,"P, O, A, F",2019,TRUE,,Severe
Xtoro,Finafloxacin,FINAFLOXACIN,CHEMBL1908370,NA,Alcon,Fluoroquinolone antimicrobial,Other,No human target,Acute otitis externa (swimmer's ear),otitis externa,EFO_0009560,P,2014,NA,,Non Severe
Xuriden,Uridine,URIDINE,CHEMBL100259,NA,Wellstat,Pyrimidine analogue,Other,No human target,Hereditary orotic aciduria,Hereditary orotic aciduria,Orphanet_30,"P, O, B",2015,NA,,Severe
Yondelis,Trabectedin,TRABECTEDIN,CHEMBL450449,NA,Johnson & Johnson,Alkylating drug,Oncology,,Liposarcoma or leiomyosarcoma,liposarcoma; leiomyosarcoma,EFO_0000569; EFO_0000564,"P, O",2015,NA,,Severe
Yupelri,Revefenacin,REVEFENACIN,CHEMBL3833319,ENSG00000133019,Theravance Biopharma/Mylan,Long-acting muscarinic receptor antagonist,Other,Other indication,COPD,chronic obstructive pulmonary disease,EFO_0000341,S,2018,TRUE,,Severe
Zegalogue,Dasiglucagon,Dasiglucagon,CHEMBL4297741,ENSG00000215644,Zealand Pharma,Glucagon receptor agonist,Other,Other indication,Severe hypoglycaemia,GCGR-related hyperglucagonemia,EFO_0001360,S,2021,FALSE,,Severe
Zejula,Niraparib,NIRAPARIB,CHEMBL1094636,"ENSG00000129484, ENSG00000143799",Tesaro,PARP inhibitor,Oncology,Oncology,"Epithelial ovarian, fallopian tube or primary peritoneal cancer",fallopian tube cancer; ovarian epithelial tumor; primary peritoneal carcinoma,MONDO_0002158; MONDO_0002229; MONDO_0015686,"P, O, B, F",2017,TRUE,,Severe
Zemdri,Plazomicin,PLAZOMICIN,CHEMBL1650559,NA,Achaogen,Aminoglycoside antibacterial,Other,No human target,Urinary tract infections,urinary tract infection,EFO_0003103,P,2018,NA,,Non Severe
Zepatier,Elbasvir; grazoprevir,ELBASVIR; GRAZOPREVIR,CHEMBL3039514; CHEMBL2063090,NA; NA,Merck & Co.,NS5A inhibitor plus NS3/4A protease inhibitor,Other,No human target,HCV genotypes 1 and 4,hepatitis C virus infection,EFO_0003047,"P, B",2016,NA,,Severe
Zeposia,Ozanimod,OZANIMOD,CHEMBL3707247,ENSG00000170989,Celgene/Bristol Myers Squibb,S1P receptor modulator,Other,Other indication,Multiple sclerosis,multiple sclerosis,MONDO_0005301,S,2020,TRUE,,Severe
Zepzelca,Lurbinectedin,LURBINECTEDIN,CHEMBL4297516,NA,Jazz,Alkylating drug,Oncology,,Small-cell lung cancer,small cell lung carcinoma,EFO_0000702,"P, O, A",2020,NA,,Severe
Zerbaxa,Ceftolozane; tazobactam,CEFTOLOZANE; TAZOBACTAM,CHEMBL2103872; CHEMBL404,NA; NA,Cubist,A cephalosporin antibacterial plus a beta-lactamase inhibitor,Other,No human target,Complicated intra-abdominal infections and complicated urinary tract infections,infection,EFO_0000544,"P, F",2014,NA,,Severe
Zinbryta,Daclizumab,DACLIZUMAB,CHEMBL1201605,"ENSG00000134460, ENSG00000100385, ENSG00000147168",Biogen,IL-2-targeted mAb,Other,Other indication,Multiple sclerosis,multiple sclerosis,MONDO_0005301,S,2016,TRUE,,Severe
Zinplava,Bezlotoxumab,BEZLOTOXUMAB,CHEMBL2108670,NA,Merck & Co.,mAb against Clostridium difficile toxin,Other,No human target,C. difficile recurrence,clostridium difficile infection,EFO_0009130,"P, F",2016,NA,,Severe
Zokinvy,Lonafarnib,LONAFARNIB,CHEMBL298734,"ENSG00000257365, ENSG00000168522",Eiger,Farnesyltransferase inhibitor,Other,Other indication,HGPS,hutchinson-gilford progeria syndrome,MONDO_0008310,"P, O, B",2020,FALSE,,Severe
Zontivity,Vorapaxar,VORAPAXAR,CHEMBL493982,ENSG00000181104,Merck & Co.,Protease-activated receptor 1 antagonist,Other,Other indication,Thrombotic cardiovascular events (after myocardial infarction or with peripheral arterial disease*),myocardial infarction; peripheral arterial disease,EFO_0000612; EFO_0004265,"S, F",2014,FALSE,,Severe
Ztalmy,Ganaxolone,Ganaxolone,CHEMBL1568698,"ENSG00000094755, ENSG00000163288, ENSG00000102287, ENSG00000166206, ENSG00000145863, ENSG00000022355, ENSG00000113327, ENSG00000187730, ENSG00000011677, ENSG00000268089, ENSG00000145864, ENSG00000151834, ENSG00000186297, ENSG00000182256, ENSG00000109158, ENSG00000163285",Marinus,GABAA receptor positive allosteric modulator,Other,Other indication,Seizures associated with CDD,Epileptic encephalopathy,HP_0200134,"P, O",2022,TRUE,,Severe
Zulresso,Brexanolone,BREXANOLONE,CHEMBL207538,"ENSG00000094755, ENSG00000109158, ENSG00000186297, ENSG00000022355, ENSG00000145864, ENSG00000166206, ENSG00000182256, ENSG00000011677, ENSG00000268089, ENSG00000102287, ENSG00000113327, ENSG00000163285, ENSG00000151834, ENSG00000145863, ENSG00000163288, ENSG00000187730",Sage Therapeutics,GABAA-receptor-positive modulator,Other,Other indication,Postpartum depression,postpartum depression,EFO_0007453,"P, B",2019,TRUE,,Not concordant
Zurampic,Lesinurad,LESINURAD,CHEMBL2105720,ENSG00000197891,AstraZeneca,URAT1 inhibitor,Other,Other indication,Gout,gout,EFO_0004274,S,2015,TRUE,,Non Severe
Zydelig,Idelalisib,IDELALISIB,CHEMBL2216870,ENSG00000171608,Gilead Sciences,PI3K‚p110-delta subunit inhibitor,Other,Other indication,"CLL, B-cell non-Hodgkin lymphoma and SLL",chronic lymphocytic leukemia; B-cell non-Hodgkins lymphoma,EFO_0000095; EFO_1001938,"P, O, B, A, F",2014,TRUE,,Severe
Zykadia,Ceritinib,CERITINIB,CHEMBL2403108,"ENSG00000171094, ENSG00000143924, ENSG00000181163",Novartis,"Kinase inhibitor against ALK, IGF1R, insulin receptor and ROS1",Oncology,Oncology,ALK-positive metastatic NSCLC,non-small cell lung carcinoma,EFO_0003060,"P, O, B, A",2014,TRUE,,Severe
Zynlonta,Loncastuximab tesirine,Loncastuximab tesirine,CHEMBL4297778,ENSG00000177455,ADC Therapeutics,CD19-targeted ADC,Oncology,Oncology,B-cell lymphoma,B-cell non-Hodgkins lymphoma,EFO_1001938,"P, O, A",2021,TRUE,,Severe
