"Brand_name","Drug_name_original","Drug_name","DrugId","targetId","targetId_type","Sponsor","Properties","TA","Indication","Indication_cur","diseaseId","diseaseId_type","Disease_class","Year.x","Review_type","has_GE","Year.y","Interactor","Related","Interactor_Related"
"Tivicay","Dolutegravir","DOLUTEGRAVIR","CHEMBL1229211",NA,"Original","ViiV","HIV1 integrase strand transfer inhibitor","No human target","HIV1 infection in adults and children, in combination with other antiretroviral agents","HIV infection","EFO_0000764","Original","Serious",2013,"P, F",NA,NA,NA,NA,NA
"Tremfya","Guselkumab","GUSELKUMAB","CHEMBL2364648","ENSG00000113302, ENSG00000110944","Original","Janssen/Johnson & Johnson","IL-23 blocker","Other indication","Plaque psoriasis","psoriasis vulgaris","EFO_1001494","Original","Not serious",2017,"P",TRUE,2017,FALSE,FALSE,FALSE
"Tresiba","Insulin degludec","INSULIN DEGLUDEC","CHEMBL2107869","ENSG00000171105","Original","Novo Nordisk","Long-acting insulin","Other indication","Diabetes","diabetes mellitus","EFO_0000400","Original","Not concordant",2015,"S",TRUE,2015,FALSE,FALSE,FALSE
"Trikafta","Tezacaftor; elexacaftor; ivacaftor","TEZACAFTOR; ELEXACAFTOR; IVACAFTOR","CHEMBL3544914; CHEMBL4298128; CHEMBL2010601","ENSG00000001626; ENSG00000001626; ENSG00000001626","Original","Vertex","Two CFTR correctors and a CFTR potentiator","Other indication","Most common gene mutation that causes cystic fibrosis","cystic fibrosis","MONDO_0009061","Original","Serious",2019,"P, O, B, F",TRUE,2019,FALSE,FALSE,FALSE
"Trodelvy","Sacituzumab govitecan","SACITUZUMAB GOVITECAN","CHEMBL3545262","ENSG00000198900, ENSG00000184292","Original","Immunomedics/Gilead","TROP2-directed ADC, with topoisomerase inhibitor","Oncology","Triple-negative breast cancer (and advanced or metastatic urothelial cancer (mUC)*)","triple-negative breast cancer; urothelial carcinoma","EFO_0005537; EFO_0008528","Original","Serious",2020,"P, B, A, F",TRUE,2020,FALSE,FALSE,FALSE
"Trogarzo","Ibalizumab","IBALIZUMAB","CHEMBL1743029","ENSG00000010610","Original","TaiMed Biologics/Theratechnologies","CD4 antibody","Other indication","HIV","hiv infection","EFO_0000764","Original","Serious",2018,"P, O, B, F",TRUE,2018,TRUE,FALSE,FALSE
"Trulance","Plecanatide","PLECANATIDE","CHEMBL2103867","ENSG00000070019","Original","Synergy Pharmaceuticals","Guanylate cyclase C agonist","Other indication","Chronic idiopathic constipation","Chronic constipation","HP_0012450","Original","Not serious",2017,"S",FALSE,2017,FALSE,FALSE,FALSE
"Trulicity","Dulaglutide","DULAGLUTIDE","CHEMBL2108027","ENSG00000112164","Original","Eli Lilly","GLP1-receptor agonist","Other indication","Type 2 diabetes","type 2 diabetes mellitus","MONDO_0005148","Original","Not concordant",2014,"S",TRUE,2014,FALSE,FALSE,FALSE
"Truseltiq","Infigratinib","Infigratinib","CHEMBL1852688","ENSG00000160867, ENSG00000068078, ENSG00000066468, ENSG00000077782","Original","BridgeBio","FGFR2 kinase inhibitor","Oncology","FGFR2-mutated bile duct cancer","bile duct cancer","MONDO_0003059","Original","Serious",2021,"P, O, A, F",TRUE,2021,FALSE,FALSE,FALSE
"Tukysa","Tucatinib","TUCATINIB","CHEMBL3989868","ENSG00000141736","Original","Seagen","HER2 kinase inhibitor","Oncology","HER2-positive breast cancer","HER2 Positive Breast Carcinoma","EFO_1000294","Original","Serious",2020,"P, O, B, F",TRUE,2020,FALSE,FALSE,FALSE
"Turalio","Pexidartinib","PEXIDARTINIB","CHEMBL3813873","ENSG00000182578, ENSG00000122025, ENSG00000157404","Original","Daiichi Sankyo","CSF1R, KIT and FLT3 inhibitor","Oncology","Tenosynovial giant cell tumour","Tenosynovial Giant Cell Tumor","EFO_1000562","Original","Serious",2019,"P, O, B",TRUE,2019,FALSE,TRUE,FALSE
"Tymlos","Abaloparatide","ABALOPARATIDE","CHEMBL3301581","ENSG00000160801","Original","Radius Health","Parathyroid hormone-related protein","Other indication","Osteoporosis","osteoporosis","EFO_0003882","Original","Not serious",2017,"S",TRUE,2017,TRUE,FALSE,FALSE
"Tzield","Teplizumab","Teplizumab","CHEMBL1743078","ENSG00000198851","Original","Provention Bio","CD3-targeted antibody","Other indication","Delay onset of type 1 diabetes","type 1 diabetes mellitus","MONDO_0005147","Original","Not concordant",2022,"P, B",TRUE,2022,TRUE,FALSE,FALSE
"Ubrelvy","Ubrogepant","UBROGEPANT","CHEMBL2364638","ENSG00000064989","Original","Allergan","CGRP receptor antagonist","Other indication","Migraine with or without aura","migraine disorder","MONDO_0005277","Original","Not serious",2019,"S",TRUE,2019,TRUE,FALSE,FALSE
"Ukoniq","Umbralisib","Umbralisib","CHEMBL3948730","ENSG00000171608, ENSG00000097007, ENSG00000213923","Original","TG Therapeutics","PI3Kdelta and CK1epsilon inhibitor","Oncology","MZL, follicular lymphoma","MZL; follicular lymphoma","EFO_1000630; MONDO_0018906","Original","Serious",2021,"P, O, B, A",TRUE,2021,TRUE,TRUE,TRUE
"Ultomiris","Ravulizumab","RAVULIZUMAB","CHEMBL3989986","ENSG00000106804","Original","Alexion","Complement inhibitor","Other indication","Paroxysmal nocturnal haemoglobinuria, atypical hemolytic uremic syndrome (*), generalized myasthenia gravis AChR+ (*)","paroxysmal nocturnal hemoglobinuria, atypical hemolytic-uremic syndrome, Myasthenia gravis","MONDO_0100244; MONDO_0016244; EFO_0004991","Original","Serious",2018,"S, O",TRUE,2018,TRUE,TRUE,FALSE
"Unituxin","Dinutuximab","DINUTUXIMAB","CHEMBL3137342",NA,"Original","United Therapeutics","GD2-binding mAb",NA,"Neuroblastoma","neuroblastoma","EFO_0000621","Original","Serious",2015,"P, O",NA,NA,NA,NA,NA
"Uplizna","Inebilizumab","INEBILIZUMAB","CHEMBL2109334","ENSG00000177455","Original","Viela Bio","CD19-directed mAb","Other indication","NMOSD","neuromyelitis optica","EFO_0004256","Original","Serious",2020,"S, O, B",FALSE,2020,FALSE,FALSE,FALSE
"Uptravi","Selexipag","SELEXIPAG","CHEMBL238804","ENSG00000160013","Original","Actelion","Prostacyclin receptor agonist","Other indication","Pulmonary arterial hypertension","pulmonary arterial hypertension","EFO_0001361","Original","Serious",2015,"S, O",FALSE,2015,FALSE,FALSE,FALSE
"Vabomere","Meropenem; vaborbactam","MEROPENEM; VABORBACTAM","CHEMBL127; CHEMBL3317857","NA; NA","Original","The Medicines Company/Rempex Pharmaceuticals","Carbapenem antimicrobial plus a ‚âà√≠‚Äö√¢¬ß-lactamase inhibitor","No human target","Complicated urinary tract infections","urinary tract infection","EFO_0003103","Original","Not serious",2017,"P, F",NA,NA,NA,NA,NA
"Vabysmo","Faricimab","Faricimab","CHEMBL4297750","ENSG00000112715, ENSG00000091879","Original","Roche/Genentech","VEGF _ ANG2 bispecific antibody","Other indication","nAMD and DME","age-related macular degeneration","EFO_0001365","Original","Not serious",2022,"S",TRUE,2022,FALSE,FALSE,FALSE
"Varubi","Rolapitant","ROLAPITANT","CHEMBL3707331","ENSG00000115353","Original","Tesaro","Neurokinin 1 receptor antagonist","Other indication","Nausea and vomiting associated with chemotherapy","Chemotherapy-induced nausea and vomiting","EFO_0006911","Original","Not serious",2015,"S",FALSE,2015,FALSE,FALSE,FALSE
"Veklury","Remdesivir","REMDESIVIR","CHEMBL4065616",NA,"Original","Gilead","Nucleotide analogue RNA polymerase inhibitor","No human target","COVID-19","covid-19","MONDO_0100096","Original","Serious",2020,"P, F",NA,NA,NA,NA,NA
"Veltassa","Patiromer sorbitex","PATIROMER SORBITEX","CHEMBL2107840",NA,"Original","Relypsa","Potassium binder","No human target","Hyperkalaemia","Hyperkalemia","HP_0002153","Original","Not concordant",2015,"S",NA,NA,NA,NA,NA
"Venclexta","Venetoclax","VENETOCLAX","CHEMBL3137309","ENSG00000171791","Original","AbbVie","BCL-2 inhibitor","Oncology","Chronic lymphocytic leukaemia","chronic lymphocytic leukemia","EFO_0000095","Original","Serious",2016,"P, O, B, A",TRUE,2016,FALSE,FALSE,FALSE
"Verquvo","Vericiguat","Vericiguat","CHEMBL4066936","ENSG00000123201, ENSG00000061918, ENSG00000152402, ENSG00000164116","Original","Merck & Co./Bayer","sGC stimulator","Other indication","Chronic heart failure","coronary artery disease","EFO_0001645","Original","Serious",2021,"P, F",TRUE,2021,FALSE,FALSE,FALSE
"Verzenio","Abemaciclib","ABEMACICLIB","CHEMBL3301610","ENSG00000105810, ENSG00000135446","Original","Eli Lilly","CDK4/6 inhibitor","Oncology","HR-positive, HER2-negative breast cancer","HER2 negative breast carcinoma","EFO_0009780","Original","Serious",2017,"P, B, F",TRUE,2017,TRUE,TRUE,FALSE
"Viberzi","Eluxadoline","ELUXADOLINE","CHEMBL2159122","ENSG00000112038","Original","Allergan","Mu-opioid receptor agonist","Other indication","Irritable bowel syndrome","irritable bowel syndrome","EFO_0000555","Original","Not serious",2015,"P, F",FALSE,2015,FALSE,FALSE,FALSE
"Viekira Pak","Ombitasvir; paritaprevir; dasabuvir; ritonavir","OMBITASVIR; PARITAPREVIR; DASABUVIR; RITONAVIR","CHEMBL3127326; CHEMBL3391662; CHEMBL3137312; CHEMBL163","NA; NA; NA; ENSG00000021461, ENSG00000160870, ENSG00000106258, ENSG00000160868","Original","AbbVie","An NS5A inhibitor plus an NS3A- and NS4A-protease inhibitor plus a non-nucleoside NS5B-palm-polymerase inhibitor plus a CYP3A inhibitor","Other indication","Chronic HCV genotype 1 infection","hepatitis C virus infection","EFO_0003047","Original","Serious",2014,"P, B, F",NA,2014,FALSE,FALSE,FALSE
"Viltepso","Viltolarsen","VILTOLARSEN","CHEMBL4298062","ENSG00000198947","Original","Nippon Shinyaku","Dystrophin splicing modifier","Other indication","Duchenne muscular dystrophy","duchenne muscular dystrophy","MONDO_0010679","Original","Serious",2020,"P, O, A, F",TRUE,2020,FALSE,FALSE,FALSE
"Vimizim","Elosulfase alfa","ELOSULFASE ALFA","CHEMBL2108676","ENSG00000141012","Original","BioMarin","Hydrolytic lysosomal glycosaminoglycan-specific enzyme","Other indication","Mucopolysaccharidosis type IVA","mucopolysaccharidosis type 4A","MONDO_0009659","Original","Serious",2014,"P, O, F",TRUE,2014,FALSE,FALSE,FALSE
"Vitrakvi","Larotrectinib","LAROTRECTINIB","CHEMBL3889654","ENSG00000148053, ENSG00000198400, ENSG00000140538","Original","Loxo Oncology/Bayer","TRKA, TRKB and TRKC inhibitor","Oncology","NTRK-positive solid cancers","salivary gland cancer; soft tissue sarcoma; thyroid cancer","MONDO_0004669; EFO_1001968; MONDO_0002108","Original","Serious",2018,"P, O, B, A",TRUE,2018,FALSE,FALSE,FALSE
"Vivjoa","Oteseconazole","Oteseconazole","CHEMBL3311228",NA,"Original","Mycovia","Azole antifungal","No human target","Vulvovaginal candidiasis","vulvovaginal candidiasis","EFO_0007543","Original",NA,2022,"P, F",NA,NA,NA,NA,NA
"Vizamyl","Flutemetamol F-18","FLUTEMETAMOL F-18","CHEMBL2042122","ENSG00000142192","Original","GE Healthcare","Radioactive diagnostic agent","Other indication","PET imaging of the brain to estimate beta-amyloid neuritic plaque density in patients who are being evaluated for Alzheimer's disease","neuritic plaque measurement; Alzheimer disease","EFO_0006798; MONDO_0004975","Original","Serious",2013,"S",TRUE,2013,FALSE,FALSE,FALSE
"Vizimpro","Dacomitinib","DACOMITINIB","CHEMBL2105719","ENSG00000178568, ENSG00000146648, ENSG00000141736","Original","Pfizer","EGFR inhibitor","Oncology","EGFR-mutated NSCLC","non-small cell lung carcinoma","EFO_0003060","Original","Serious",2018,"P, O",TRUE,2018,FALSE,FALSE,FALSE
"Vonjo","Pacritinib","Pacritinib","CHEMBL2035187","ENSG00000096968, ENSG00000122025","Original","CTI Biopharma","JAK2 inhibitor","Oncology","Myelofibrosis","myelofibrosis","MONDO_0044903","Original","Serious",2022,"P, O, A, F",TRUE,2022,FALSE,FALSE,FALSE
"Voquezna Triple Pak","Vonoprazan; amoxicillin; clarithromycin","Vonoprazan; amoxicillin; clarithromycin","CHEMBL2079130; CHEMBL1082; CHEMBL1741","ENSG00000186009, ENSG00000105675; NA; NA","Original","Phathom","Potassium-competitive acid blocker plus a penicillin class antibacterial plus a macrolide antimicrobial","Other indication","Helicobacter pylori infection","Helicobacter pylori infectious disease","EFO_1000961","Original","Not serious",2022,"P, F",NA,2022,FALSE,FALSE,FALSE
"Vosevi","Sofosbuvir; velpatasvir; voxilaprevir","SOFOSBUVIR; VELPATASVIR; VOXILAPREVIR","CHEMBL1259059; CHEMBL3545062; CHEMBL3707372","NA; NA; NA","Original","Gilead Sciences","Nucleotide analogue NS5B polymerase inhibitor plus an NS5A inhibitor plus an NS3/4A protease inhibitor","No human target","HCV","hepatitis C virus infection","EFO_0003047","Original","Serious",2017,"P, B",NA,NA,NA,NA,NA
"Voxzogo","Vosoritide","Vosoritide","CHEMBL3707276","ENSG00000159899","Original","Biomarin","CNP analogue","Other indication","Achondroplasia","achondroplasia","MONDO_0007037","Original","Not serious",2021,"P, O, A",TRUE,2021,FALSE,FALSE,FALSE
"Vraylar","Cariprazine","CARIPRAZINE","CHEMBL2028019","ENSG00000151577, ENSG00000149295","Original","Forest","Atypical antipsychotic","Other indication","Schizophrenia and bipolar 1 disorder","Schizophrenia; bipolar disorder","MONDO_0005090; MONDO_0004985","Original","Serious",2015,"S",TRUE,2015,FALSE,FALSE,FALSE
"Vtama","Tapinarof","Tapinarof","CHEMBL259571","ENSG00000106546","Original","Dermavant","Aryl hydrocarbon receptor agonist","Other indication","Plaque psoriasis","psoriasis vulgaris","EFO_1001494","Original","Not serious",2022,"S",TRUE,2022,FALSE,TRUE,FALSE
"Vyepti","Eptinezumab","EPTINEZUMAB","CHEMBL3833320","ENSG00000110680, ENSG00000175868","Original","Lundbeck","CGRP-directed mAb","Other indication","Migraine","migraine disorder","MONDO_0005277","Original","Not serious",2020,"S",TRUE,2020,FALSE,FALSE,FALSE
"Vyleesi","Bremelanotide","BREMELANOTIDE","CHEMBL2070241","ENSG00000166603","Original","Amag","Melanocortin receptor agonist","Other indication","Hypoactive sexual desire disorder","sexual dysfunction","EFO_0004714","Original","Not serious",2019,"S",TRUE,2019,FALSE,TRUE,FALSE
"Vyndaqel","Tafamidis","TAFAMIDIS","CHEMBL2103837","ENSG00000118271","Original","Pfizer/Foldrx","Transthyretin stabilizer","Other indication","Heart disease caused by ATTR-CM","cardiomyopathy","EFO_0000318","Original","Serious",2019,"P, O, B, F",TRUE,2019,FALSE,FALSE,FALSE
"Vyondys 53","Golodirsen","GOLODIRSEN","CHEMBL4297762","ENSG00000198947","Original","Sarepta","Exon 53 skipping antisense","Other indication","Duchenne muscular dystrophy","duchenne muscular dystrophy","MONDO_0010679","Original","Serious",2019,"P, O, A, F",TRUE,2019,FALSE,FALSE,FALSE
"Vyvgart","Efgartigimod alfa","Efgartigimod alfa","CHEMBL4297551","ENSG00000104870","Original","Argenx","FcRn-binding Fc fragment","Other indication","Myasthenia gravis","Myasthenia gravis","EFO_0004991","Original","Serious",2021,"S, O, F",FALSE,2021,FALSE,FALSE,FALSE
"Vyzulta","Latanoprostene bunod","LATANOPROSTENE BUNOD","CHEMBL2364612","ENSG00000122420","Original","Bausch and Lomb/Valeant Pharmaceuticals","Prostaglandin analogue","Other indication","Intraocular pressure","intraocular pressure measurement","EFO_0004695","Original","Not serious",2017,"S",FALSE,2017,FALSE,FALSE,FALSE
"Wakix","Pitolisant","PITOLISANT","CHEMBL462605","ENSG00000101180","Original","Harmony","H3-receptor antagonist/inverse agonist","Other indication","Excessive sleepiness due to narcolepsy","narcolepsy","MONDO_0021107","Original","Serious",2019,"P, O, F",FALSE,2019,FALSE,FALSE,FALSE
"Welireg","Belzutifan","Belzutifan","CHEMBL4585668","ENSG00000116016","Original","Merck & Co.","HIF-2alpha inhibitor","Oncology","von Hippel-Lindau disease","von Hippel-Lindau disease","MONDO_0008667","Original","Serious",2021,"P, O",TRUE,2021,TRUE,TRUE,FALSE
"Winlevi","Clascoterone","CLASCOTERONE","CHEMBL3590187","ENSG00000169083","Original","Cassiopea SpA","Androgen receptor inhibitor","Other indication","Acne vulgaris","acne","EFO_0003894","Original","Not serious",2020,"S",TRUE,2020,TRUE,FALSE,FALSE
"Xadago","Safinamide","SAFINAMIDE","CHEMBL396778","ENSG00000069535","Original","US WorldMeds","MAO-B inhibitor","Other indication","Parkinson disease","Parkinson disease","MONDO_0005180","Original","Serious",2017,"S",TRUE,2017,TRUE,FALSE,FALSE
"Xcopri","Cenobamate","CENOBAMATE","CHEMBL3989949","ENSG00000168356, ENSG00000196876, ENSG00000185313, ENSG00000144285, ENSG00000153253, ENSG00000183873, ENSG00000136531, ENSG00000169432, ENSG00000136546, ENSG00000007314, ENSG00000186297, ENSG00000151834, ENSG00000011677, ENSG00000187730, ENSG00000109158, ENSG00000022355, ENSG00000166206, ENSG00000182256, ENSG00000145864, ENSG00000268089, ENSG00000145863, ENSG00000094755, ENSG00000163288, ENSG00000113327, ENSG00000102287, ENSG00000163285","Original","SK Life Science","Unknown","Other indication","Partial onset seizures","seizure","HP_0001250","Original","Not concordant",2019,"S",TRUE,2019,FALSE,FALSE,FALSE
"Xeglyze","Abametapir","ABAMETAPIR","CHEMBL2205807",NA,"Original","Dr Reddy‚Äö√Ñ√∂‚àö√ë‚àö‚àÇ‚Äö√†√∂‚àö√´‚Äö√†√∂¬¨‚Ä¢s","Metalloproteinase inhibitor","No human target","Head lice","lice infestation","MONDO_0003472","Original","Not serious",2020,"S",NA,NA,NA,NA,NA
"Xenleta","Lefamulin","LEFAMULIN","CHEMBL3291398",NA,"Original","Nabriva","Pleuromutilin antibacterial","No human target","CABP","bacterial pneumonia","EFO_1001272","Original","Serious",2019,"P, F",NA,NA,NA,NA,NA
"Xenoview","Xenon Xe 129 hyperpolarized","Xenon Xe 129 hyperpolarized","CHEMBL4594411",NA,"Original","Polarean","Hyperpolarized contrast agent","No human target","MRI-evaluation of lung ventilation",NA,NA,"Original",NA,2022,"S",NA,NA,NA,NA,NA
"Xenpozyme","Olipudase alfa","Olipudase alfa","CHEMBL3707358","ENSG00000166311","Original","Sanofi/Genzyme","Acid sphingomyelinase ERT","Other indication","Acid sphingomyelinase deficiency","acid sphingomyelinase deficiency","MONDO_0100464","Original","Serious",2022,"P, O, B, F",TRUE,2022,FALSE,FALSE,FALSE
"Xepi","Ozenoxacin","OZENOXACIN","CHEMBL3990047",NA,"Original","Ferrer Internacional","Quinolone antimicrobial","No human target","Impetigo due to Staphylococcus aureus or Streptococcus pyogenes","impetigo","EFO_1000714","Original","Not serious",2017,"S",NA,NA,NA,NA,NA
"Xerava","Eravacycline","ERAVACYCLINE","CHEMBL1951095",NA,"Original","Tetraphase Pharmaceuticals","Tetracycline antibiotic","No human target","Complicated intra-abdominal infections","infectious disease","EFO_0005741","Original","Serious",2018,"P, F",NA,NA,NA,NA,NA
"Xermelo","Telotristat etiprate","TELOTRISTAT ETIPRATE","CHEMBL3348963","ENSG00000129167, ENSG00000139287","Original","Lexicon Pharmaceuticals","Tryptophan hydroxylase inhibitor","Other indication","Carcinoid syndrome diarrhoea","carcinoid syndrome; Diarrhea","EFO_1000852; HP_0002014","Original","Not serious",2017,"P, O, F",FALSE,2017,FALSE,FALSE,FALSE
"Xiidra","Lifitegrast","LIFITEGRAST","CHEMBL2048028","ENSG00000160255, ENSG00000005844","Original","Shire Pharmaceuticals","LFA1 antagonist","Other indication","Dry eye disease","dry eye syndrome","EFO_1000906","Original","Not serious",2016,"P",FALSE,2016,FALSE,FALSE,FALSE
"Xofigo","Radium RA 223 dichloride","RADIUM RA 223 DICHLORIDE","CHEMBL2107816",NA,"Original","Bayer","Alpha particle-emitting radioactive therapeutic","No human target","Castration-resistant prostate cancer","prostate cancer","MONDO_0008315","Original","Serious",2013,"P, F",NA,NA,NA,NA,NA
"Xofluza","Baloxavir marboxil","BALOXAVIR MARBOXIL","CHEMBL4297503",NA,"Original","Shionogi/Roche","Polymerase acidic endonuclease inhibitor","No human target","Acute uncomplicated influenza","influenza","EFO_0007328","Original","Not serious",2018,"P",NA,NA,NA,NA,NA
"Xospata","Gilteritinib","GILTERITINIB","CHEMBL3301622","ENSG00000122025, ENSG00000167601","Original","Astellas","FLT3 inhibitor","Oncology","FLT3-positive AML","acute myeloid leukemia","EFO_0000222","Original","Serious",2018,"P, O, B, F",TRUE,2018,FALSE,FALSE,FALSE
"Xpovio","Selinexor","SELINEXOR","CHEMBL3545185","ENSG00000082898","Original","Karyopharm Therapeutics","XPO1 inhibitor","Oncology","Multiple myeloma","multiple myeloma","EFO_0001378","Original","Serious",2019,"P, O, A, F",TRUE,2019,FALSE,FALSE,FALSE
"Xtoro","Finafloxacin","FINAFLOXACIN","CHEMBL1908370",NA,"Original","Alcon","Fluoroquinolone antimicrobial","No human target","Acute otitis externa (swimmer's ear)","otitis externa","EFO_0009560","Original","Not serious",2014,"P",NA,NA,NA,NA,NA
"Xuriden","Uridine","URIDINE","CHEMBL100259",NA,"Original","Wellstat","Pyrimidine analogue","No human target","Hereditary orotic aciduria","Hereditary orotic aciduria","Orphanet_30","Original","Serious",2015,"P, O, B",NA,NA,NA,NA,NA
"Yondelis","Trabectedin","TRABECTEDIN","CHEMBL450449",NA,"Original","Johnson & Johnson","Alkylating drug",NA,"Liposarcoma or leiomyosarcoma","liposarcoma; leiomyosarcoma","EFO_0000569; EFO_0000564","Original","Serious",2015,"P, O",NA,NA,NA,NA,NA
"Yupelri","Revefenacin","REVEFENACIN","CHEMBL3833319","ENSG00000133019","Original","Theravance Biopharma/Mylan","Long-acting muscarinic receptor antagonist","Other indication","COPD","chronic obstructive pulmonary disease","EFO_0000341","Original","Serious",2018,"S",TRUE,2018,FALSE,FALSE,FALSE
"Zegalogue","Dasiglucagon","Dasiglucagon","CHEMBL4297741","ENSG00000215644","Original","Zealand Pharma","Glucagon receptor agonist","Other indication","Serious hypoglycaemia","GCGR-related hyperglucagonemia","EFO_0001360","Original","Serious",2021,"S",FALSE,2021,FALSE,FALSE,FALSE
"Zejula","Niraparib","NIRAPARIB","CHEMBL1094636","ENSG00000129484, ENSG00000143799","Original","Tesaro","PARP inhibitor","Oncology","Epithelial ovarian, fallopian tube or primary peritoneal cancer","fallopian tube cancer; ovarian epithelial tumor; primary peritoneal carcinoma","MONDO_0002158; MONDO_0002229; MONDO_0015686","Original","Serious",2017,"P, O, B, F",TRUE,2017,TRUE,FALSE,FALSE
"Zemdri","Plazomicin","PLAZOMICIN","CHEMBL1650559",NA,"Original","Achaogen","Aminoglycoside antibacterial","No human target","Urinary tract infections","urinary tract infection","EFO_0003103","Original","Not serious",2018,"P",NA,NA,NA,NA,NA
"Zepatier","Elbasvir; grazoprevir","ELBASVIR; GRAZOPREVIR","CHEMBL3039514; CHEMBL2063090","NA; NA","Original","Merck & Co.","NS5A inhibitor plus NS3/4A protease inhibitor","No human target","HCV genotypes 1 and 4","hepatitis C virus infection","EFO_0003047","Original","Serious",2016,"P, B",NA,NA,NA,NA,NA
"Zeposia","Ozanimod","OZANIMOD","CHEMBL3707247","ENSG00000170989","Original","Celgene/Bristol Myers Squibb","S1P receptor modulator","Other indication","Multiple sclerosis","multiple sclerosis","MONDO_0005301","Original","Serious",2020,"S",TRUE,2020,TRUE,FALSE,FALSE
"Zepzelca","Lurbinectedin","LURBINECTEDIN","CHEMBL4297516",NA,"Original","Jazz","Alkylating drug",NA,"Small-cell lung cancer","small cell lung carcinoma","EFO_0000702","Original","Serious",2020,"P, O, A",NA,NA,NA,NA,NA
"Zerbaxa","Ceftolozane; tazobactam","CEFTOLOZANE; TAZOBACTAM","CHEMBL2103872; CHEMBL404","NA; NA","Original","Cubist","A cephalosporin antibacterial plus a beta-lactamase inhibitor","No human target","Complicated intra-abdominal infections and complicated urinary tract infections","infection","EFO_0000544","Original","Serious",2014,"P, F",NA,NA,NA,NA,NA
"Zinbryta","Daclizumab","DACLIZUMAB","CHEMBL1201605","ENSG00000134460, ENSG00000100385, ENSG00000147168","Original","Biogen","IL-2-targeted mAb","Other indication","Multiple sclerosis","multiple sclerosis","MONDO_0005301","Original","Serious",2016,"S",TRUE,2016,FALSE,FALSE,FALSE
"Zinplava","Bezlotoxumab","BEZLOTOXUMAB","CHEMBL2108670",NA,"Original","Merck & Co.","mAb against Clostridium difficile toxin","No human target","C. difficile recurrence","clostridium difficile infection","EFO_0009130","Original","Serious",2016,"P, F",NA,NA,NA,NA,NA
"Zokinvy","Lonafarnib","LONAFARNIB","CHEMBL298734","ENSG00000257365, ENSG00000168522","Original","Eiger","Farnesyltransferase inhibitor","Other indication","HGPS","hutchinson-gilford progeria syndrome","MONDO_0008310","Original","Serious",2020,"P, O, B",FALSE,2020,FALSE,FALSE,FALSE
"Zontivity","Vorapaxar","VORAPAXAR","CHEMBL493982","ENSG00000181104","Original","Merck & Co.","Protease-activated receptor 1 antagonist","Other indication","Thrombotic cardiovascular events (after myocardial infarction or with peripheral arterial disease*)","myocardial infarction; peripheral arterial disease","EFO_0000612; EFO_0004265","Original","Serious",2014,"S, F",FALSE,2014,FALSE,FALSE,FALSE
"Ztalmy","Ganaxolone","Ganaxolone","CHEMBL1568698","ENSG00000094755, ENSG00000163288, ENSG00000102287, ENSG00000166206, ENSG00000145863, ENSG00000022355, ENSG00000113327, ENSG00000187730, ENSG00000011677, ENSG00000268089, ENSG00000145864, ENSG00000151834, ENSG00000186297, ENSG00000182256, ENSG00000109158, ENSG00000163285","Original","Marinus","GABAA receptor positive allosteric modulator","Other indication","Seizures associated with CDD","Epileptic encephalopathy","HP_0200134","Original","Serious",2022,"P, O",TRUE,2022,FALSE,FALSE,FALSE
"Zulresso","Brexanolone","BREXANOLONE","CHEMBL207538","ENSG00000094755, ENSG00000109158, ENSG00000186297, ENSG00000022355, ENSG00000145864, ENSG00000166206, ENSG00000182256, ENSG00000011677, ENSG00000268089, ENSG00000102287, ENSG00000113327, ENSG00000163285, ENSG00000151834, ENSG00000145863, ENSG00000163288, ENSG00000187730","Original","Sage Therapeutics","GABAA-receptor-positive modulator","Other indication","Postpartum depression","postpartum depression","EFO_0007453","Original","Not concordant",2019,"P, B",TRUE,2019,FALSE,TRUE,FALSE
"Zurampic","Lesinurad","LESINURAD","CHEMBL2105720","ENSG00000197891","Original","AstraZeneca","URAT1 inhibitor","Other indication","Gout","gout","EFO_0004274","Original","Not serious",2015,"S",TRUE,2015,FALSE,FALSE,FALSE
"Zydelig","Idelalisib","IDELALISIB","CHEMBL2216870","ENSG00000171608","Original","Gilead Sciences","PI3K‚p110-delta subunit inhibitor","Other indication","CLL, B-cell non-Hodgkin lymphoma and SLL","chronic lymphocytic leukemia; B-cell non-Hodgkins lymphoma","EFO_0000095; EFO_1001938","Original","Serious",2014,"P, O, B, A, F",TRUE,2014,FALSE,FALSE,FALSE
"Zykadia","Ceritinib","CERITINIB","CHEMBL2403108","ENSG00000171094, ENSG00000143924, ENSG00000181163","Original","Novartis","Kinase inhibitor against ALK, IGF1R, insulin receptor and ROS1","Oncology","ALK-positive metastatic NSCLC","non-small cell lung carcinoma","EFO_0003060","Original","Serious",2014,"P, O, B, A",TRUE,2014,FALSE,FALSE,FALSE
"Zynlonta","Loncastuximab tesirine","Loncastuximab tesirine","CHEMBL4297778","ENSG00000177455","Original","ADC Therapeutics","CD19-targeted ADC","Oncology","B-cell lymphoma","B-cell non-Hodgkins lymphoma","EFO_1001938","Original","Serious",2021,"P, O, A",TRUE,2021,FALSE,FALSE,FALSE
