"brandDrugName","originalDrugName","drugName","drugId","sponsor","properties","therapeuticArea","indication","diseaseName","diseaseIds","diseaseClass","reviewType","yearApproval","OriginalDrugId","targetIds","interactorIds","relatedIds"
"Tecfidera","Dimethyl fumarate","DIMETHYLFUMARATE","CHEMBL2107333","Biogen Idec","MOA unknown; activates NRF2 pathway","Other indication","Relapsing forms of multiple sclerosis","relapsing-remitting multiple sclerosis","EFO_0003929","Serious","S","2013","CHEMBL2107333","ENSG00000079999","ENSG00000057663,ENSG00000101266,ENSG00000127990,ENSG00000160051,ENSG00000163001,ENSG00000177459,ENSG00000052126,ENSG00000095397,ENSG00000099864,ENSG00000100065,ENSG00000100814,ENSG00000104365,ENSG00000130766,ENSG00000137802,ENSG00000140941,ENSG00000145979,ENSG00000170325,ENSG00000178209,ENSG00000184675,ENSG00000093000,ENSG00000108395,ENSG00000122707,ENSG00000126464,ENSG00000139219,ENSG00000140987,ENSG00000144597,ENSG00000168209,ENSG00000064999,ENSG00000090339,ENSG00000115267,ENSG00000116044,ENSG00000119596,ENSG00000120705,ENSG00000147601,ENSG00000152784,ENSG00000166068,ENSG00000169136,ENSG00000170296,ENSG00000066117,ENSG00000108821,ENSG00000109466,ENSG00000114796,ENSG00000123154,ENSG00000138439,ENSG00000156795,ENSG00000170180,ENSG00000171444,ENSG00000188112,ENSG00000232040,ENSG00000083093,ENSG00000149269,ENSG00000161011,ENSG00000164611,ENSG00000168887,ENSG00000173250,ENSG00000180370,ENSG00000197771,ENSG00000036257,ENSG00000082641,ENSG00000108381,ENSG00000124496,ENSG00000157680,ENSG00000160255,ENSG00000164830,ENSG00000166925,ENSG00000170860,ENSG00000173598,ENSG00000178078,ENSG00000181929,ENSG00000185567,ENSG00000197961,ENSG00000254986,ENSG00000030582,ENSG00000092820,ENSG00000109501,ENSG00000136830,ENSG00000146021,ENSG00000164109,ENSG00000173039,ENSG00000152092,ENSG00000187514","MONDO_0005301"
"Tecvayli","Teclistamab","Teclistamab","CHEMBL4594505","J&J","BCMA _ CD3 bispecific antibody","Oncology","Multiple myeloma","multiple myeloma","EFO_0001378","Serious","P,O,B,A","2022","CHEMBL4594505","ENSG00000160654,ENSG00000167286,ENSG00000198851,ENSG00000048462","ENSG00000134531,ENSG00000197860,ENSG00000071051,ENSG00000158092,ENSG00000176171,ENSG00000187066,ENSG00000187713,ENSG00000213658,ENSG00000127564,ENSG00000139644,ENSG00000109099,ENSG00000121680,ENSG00000126777,ENSG00000131037,ENSG00000162300,ENSG00000115085,ENSG00000121900,ENSG00000172005,ENSG00000139291,ENSG00000149451,ENSG00000153551,ENSG00000165025,ENSG00000169550","MONDO_0004095"
"Tegsedi","Inotersen","INOTERSEN","CHEMBL4297770","Ionis Pharmaceuticals","TTR-directed antisense oligonucleotide","Other indication","Hereditary TTR-mediated amyloidosis","hereditary ATTR amyloidosis","MONDO_0017132","Serious","P,O,F","2018","CHEMBL4297770","ENSG00000118271","ENSG00000104413,ENSG00000116039,ENSG00000129103,ENSG00000132016,ENSG00000167770,ENSG00000187037,ENSG00000187678,ENSG00000197153,ENSG00000264522,ENSG00000099864,ENSG00000115239,ENSG00000119537,ENSG00000123154,ENSG00000138207,ENSG00000145675,ENSG00000149557,ENSG00000170035,ENSG00000278828,ENSG00000287080,ENSG00000070476,ENSG00000076321,ENSG00000122042,ENSG00000142192,ENSG00000170004,ENSG00000198959,ENSG00000275379,ENSG00000026025,ENSG00000070061,ENSG00000087250,ENSG00000101911,ENSG00000119614,ENSG00000128272,ENSG00000130294,ENSG00000162852,ENSG00000165188,ENSG00000168936,ENSG00000169136,ENSG00000197409,ENSG00000286522,ENSG00000158941,ENSG00000159459,ENSG00000165171,ENSG00000165898,ENSG00000273983,ENSG00000054611,ENSG00000120253,ENSG00000128609,ENSG00000139372,ENSG00000143379,ENSG00000147724,ENSG00000163563,ENSG00000163885,ENSG00000165637,ENSG00000171055,ENSG00000275714,ENSG00000103154,ENSG00000106772,ENSG00000118271,ENSG00000140743,ENSG00000153885,ENSG00000166595,ENSG00000204305,ENSG00000242247,ENSG00000072415,ENSG00000105472,ENSG00000141030,ENSG00000196220,ENSG00000213380,ENSG00000274750,ENSG00000277775","NA"
"Tepezza","Teprotumumab","TEPROTUMUMAB","CHEMBL1743079","Horizon Therapeutics","IGF1R-directed mAb","Other indication","Thyroid eye disease","Graves disease","EFO_0004237","Not concordant","P,O,B,F","2020","CHEMBL1743079","ENSG00000140443","ENSG00000117461,ENSG00000138795,ENSG00000150093,ENSG00000168036,ENSG00000145675,ENSG00000166913,ENSG00000111679,ENSG00000170027,ENSG00000100614,ENSG00000105647,ENSG00000196396,ENSG00000103653,ENSG00000135679,ENSG00000115041,ENSG00000164047,ENSG00000106070,ENSG00000108953,ENSG00000115290,ENSG00000160691,ENSG00000179295,ENSG00000196914,ENSG00000017427,ENSG00000140443,ENSG00000171105","NA"
"Tepmetko","Tepotinib","Tepotinib","CHEMBL3402762","EMD Serono","MET kinase inhibitor","Oncology","NSCLC","non-small cell lung carcinoma","EFO_0003060","Serious","P,O,A","2021","CHEMBL3402762","ENSG00000105976","ENSG00000081237,ENSG00000104341,ENSG00000105251,ENSG00000110395,ENSG00000115085,ENSG00000127329,ENSG00000136573,ENSG00000143322,ENSG00000151490,ENSG00000183918,ENSG00000196576,ENSG00000000938,ENSG00000035720,ENSG00000074966,ENSG00000079308,ENSG00000115290,ENSG00000117461,ENSG00000120833,ENSG00000136205,ENSG00000146648,ENSG00000158092,ENSG00000171150,ENSG00000185338,ENSG00000197943,ENSG00000198574,ENSG00000105976,ENSG00000107338,ENSG00000135605,ENSG00000148082,ENSG00000149177,ENSG00000182511,ENSG00000184557,ENSG00000185634,ENSG00000197122,ENSG00000007264,ENSG00000010017,ENSG00000071051,ENSG00000103423,ENSG00000111077,ENSG00000111252,ENSG00000113263,ENSG00000129946,ENSG00000141738,ENSG00000010671,ENSG00000027869,ENSG00000101336,ENSG00000134215,ENSG00000152894,ENSG00000163563,ENSG00000164050,ENSG00000165025,ENSG00000196684,ENSG00000198753,ENSG00000019991,ENSG00000101082,ENSG00000101213,ENSG00000131746,ENSG00000177885,ENSG00000179295,ENSG00000182866,ENSG00000254087,ENSG00000095370,ENSG00000115687,ENSG00000124181,ENSG00000127947,ENSG00000137936,ENSG00000140538,ENSG00000144724,ENSG00000145675,ENSG00000145715,ENSG00000160999,ENSG00000178188,ENSG00000067225,ENSG00000070159,ENSG00000087266,ENSG00000105647,ENSG00000160691,ENSG00000165458,ENSG00000167193,ENSG00000170677,ENSG00000176105,ENSG00000196396,ENSG00000160293","NA"
"Terlivaz","Terlipressin","Terlipressin","CHEMBL2135460","Mallinckrodt","Vasopressin receptor agonist","Other indication","Kidney function in hepatorenal syndrome","Hepatorenal syndrome","MONDO_0001382","Serious","P,O,F","2022","CHEMBL2135460","ENSG00000166148","ENSG00000144476","HP_0006554"
"Tezspire","Tezepelumab","Tezepelumab","CHEMBL3707229","Astrazeneca/Amgen","TSLP-targeted mAb","Other indication","Serious asthma","asthma","MONDO_0004979","Serious","P","2021","CHEMBL3707229","ENSG00000145777","ENSG00000269335,ENSG00000171867","EFO_0004842"
"Tibsovo","Ivosidenib","IVOSIDENIB","CHEMBL3989958","Agios Pharmaceuticals","IDH1 inhibitor","Oncology","IDH1-mutated AML, Locally Advanced or Metastatic Cholangiocarcinoma (*)","acute myeloid leukemia; cholangiocarcinoma","EFO_0000222,EFO_0005221","Serious","P,O,F","2018","CHEMBL3989958","ENSG00000138413","ENSG00000149257,ENSG00000114062,ENSG00000119689,ENSG00000163513,ENSG00000261371,ENSG00000072062,ENSG00000151414,ENSG00000179218,ENSG00000138413,ENSG00000198668","NA"
"Tissueblue","Brilliant Blue G","BRILLIANTBLUEG","CHEMBL4173394","Dutch Ophthalmic Research","Brilliant Blue G dye","No human target","Staining the internal limiting membrane","NA","NA","NA","P,O","2019","CHEMBL4173394","NA","NA","NA"
"Tivdak","Tisotumab vedotin","Tisotumabvedotin","CHEMBL4297841","Seagen/Genmab","Tissue-factor-directed ADC","Oncology","Cervical cancer","cervical cancer","MONDO_0002974","Serious","P,A","2021","CHEMBL4297841","ENSG00000167553,ENSG00000176014,ENSG00000167552,ENSG00000196230,ENSG00000152086,ENSG00000198033,ENSG00000127824,ENSG00000101162,ENSG00000258947,ENSG00000123416,ENSG00000137267,ENSG00000104833,ENSG00000188229,ENSG00000117525,ENSG00000137285,ENSG00000261456","ENSG00000001626,ENSG00000105993,ENSG00000119689,ENSG00000123609,ENSG00000130779,ENSG00000131697,ENSG00000139517,ENSG00000142168,ENSG00000151414,ENSG00000166170,ENSG00000167553,ENSG00000170801,ENSG00000197386,ENSG00000204843,ENSG00000265763,ENSG00000026025,ENSG00000115317,ENSG00000115514,ENSG00000123416,ENSG00000127824,ENSG00000129559,ENSG00000146648,ENSG00000151849,ENSG00000152359,ENSG00000167552,ENSG00000178127,ENSG00000005893,ENSG00000065361,ENSG00000080824,ENSG00000097033,ENSG00000100603,ENSG00000102003,ENSG00000123358,ENSG00000126934,ENSG00000135624,ENSG00000143256,ENSG00000146731,ENSG00000155959,ENSG00000177954,ENSG00000182168,ENSG00000188906,ENSG00000083799,ENSG00000094631,ENSG00000102977,ENSG00000114416,ENSG00000123349,ENSG00000124214,ENSG00000133124,ENSG00000138794,ENSG00000166091,ENSG00000173020,ENSG00000196730,ENSG00000254999,ENSG00000258947,ENSG00000057593,ENSG00000090520,ENSG00000106211,ENSG00000115484,ENSG00000126581,ENSG00000136319,ENSG00000136997,ENSG00000141837,ENSG00000143575,ENSG00000145555,ENSG00000161011,ENSG00000176148,ENSG00000179218,ENSG00000204463,ENSG00000268606,NA,ENSG00000054523,ENSG00000069345,ENSG00000103423,ENSG00000109501,ENSG00000116106,ENSG00000116983,ENSG00000147601,ENSG00000156475,ENSG00000160181,ENSG00000162946,ENSG00000164924,ENSG00000166046,ENSG00000166135,ENSG00000167900,ENSG00000196504,ENSG00000091831,ENSG00000092330,ENSG00000102119,ENSG00000104427,ENSG00000112208,ENSG00000120438,ENSG00000147676,ENSG00000150753,ENSG00000156261,ENSG00000163468,ENSG00000177606,ENSG00000183305,ENSG00000183386,ENSG00000186868,ENSG00000084774,ENSG00000086061,ENSG00000114904,ENSG00000133112,ENSG00000142192,ENSG00000145335,ENSG00000166226,ENSG00000177674,ENSG00000277586","NA"
"Tivicay","Dolutegravir","DOLUTEGRAVIR","CHEMBL1229211","ViiV","HIV1 integrase strand transfer inhibitor","No human target","HIV1 infection in adults and children, in combination with other antiretroviral agents","HIV infection","EFO_0000764","Serious","P,F","2013","CHEMBL1229211","NA","NA","NA"
"Tremfya","Guselkumab","GUSELKUMAB","CHEMBL2364648","Janssen/Johnson & Johnson","IL-23 blocker","Other indication","Plaque psoriasis","psoriasis vulgaris","EFO_1001494","Not serious","P","2017","CHEMBL2364648","ENSG00000110944,ENSG00000113302","ENSG00000162594,ENSG00000168811,ENSG00000110944,ENSG00000113302,ENSG00000162735","EFO_0000676"
"Tresiba","Insulin degludec","INSULINDEGLUDEC","CHEMBL2107869","Novo Nordisk","Long-acting insulin","Other indication","Diabetes","diabetes mellitus","EFO_0000400","Not concordant","S","2015","CHEMBL2107869","ENSG00000171105","ENSG00000127329,ENSG00000141480,ENSG00000127947,ENSG00000140443,ENSG00000149177,ENSG00000151490,ENSG00000074696,ENSG00000169047,ENSG00000081237,ENSG00000135439,ENSG00000144724,ENSG00000164109,ENSG00000167065,ENSG00000171105,ENSG00000106070,ENSG00000124181,ENSG00000153233,ENSG00000178188,ENSG00000185950,ENSG00000254647,ENSG00000011465,ENSG00000017427,ENSG00000075624,ENSG00000094796,ENSG00000145675,ENSG00000160691,ENSG00000179295,ENSG00000027644,ENSG00000070159,ENSG00000152894,ENSG00000196396,ENSG00000197594","NA"
"Trikafta","Tezacaftor, elexacaftor, ivacaftor","TEZACAFTOR,ELEXACAFTOR,IVACAFTOR","CHEMBL3544914,CHEMBL4298128,CHEMBL2010601","Vertex","Two CFTR correctors and a CFTR potentiator","Other indication","Most common gene mutation that causes cystic fibrosis","cystic fibrosis","MONDO_0009061","Serious","P,O,B,F","2019","CHEMBL3544914,CHEMBL4298128,CHEMBL2010601","ENSG00000001626","ENSG00000082898,ENSG00000085063,ENSG00000100097,ENSG00000105568,ENSG00000113013,ENSG00000115484,ENSG00000128607,ENSG00000129083,ENSG00000136986,ENSG00000141510,ENSG00000143793,ENSG00000154582,ENSG00000155660,ENSG00000163468,ENSG00000175166,ENSG00000181163,ENSG00000196236,ENSG00000079246,ENSG00000096384,ENSG00000104783,ENSG00000105202,ENSG00000105835,ENSG00000113368,ENSG00000115268,ENSG00000126247,ENSG00000127022,ENSG00000131051,ENSG00000132646,ENSG00000146731,ENSG00000147140,ENSG00000160213,ENSG00000162909,ENSG00000166986,ENSG00000169045,ENSG00000170421,ENSG00000171793,ENSG00000172354,ENSG00000185825,ENSG00000197191,ENSG00000241685,ENSG00000069345,ENSG00000074800,ENSG00000109062,ENSG00000125844,ENSG00000125868,ENSG00000134333,ENSG00000135829,ENSG00000136153,ENSG00000149257,ENSG00000163220,ENSG00000164022,ENSG00000167815,ENSG00000172725,ENSG00000176014,ENSG00000197321,ENSG00000204308,ENSG00000249915,ENSG00000065150,ENSG00000065978,ENSG00000100345,ENSG00000100911,ENSG00000106366,ENSG00000108107,ENSG00000114353,ENSG00000117450,ENSG00000122566,ENSG00000134308,ENSG00000136628,ENSG00000138107,ENSG00000160789,ENSG00000168488,ENSG00000174437,ENSG00000189091,ENSG00000196419,ENSG00000204389,ENSG00000078369,ENSG00000086061,ENSG00000103363,ENSG00000106305,ENSG00000110880,ENSG00000116641,ENSG00000125970,ENSG00000132109,ENSG00000144381,ENSG00000149925,ENSG00000165280,ENSG00000176105,ENSG00000177731,ENSG00000181789,ENSG00000204388,ENSG00000011304,ENSG00000014216,ENSG00000044574,ENSG00000050405,ENSG00000058262,ENSG00000065054,ENSG00000073578,ENSG00000100764,ENSG00000106484,ENSG00000113194,ENSG00000115806,ENSG00000116560,ENSG00000128595,ENSG00000132589,ENSG00000132612,ENSG00000138594,ENSG00000140945,ENSG00000143549,ENSG00000164924,ENSG00000167553,ENSG00000169813,ENSG00000215301,ENSG00000001626,ENSG00000074696,ENSG00000075624,ENSG00000092820,ENSG00000093167,ENSG00000109133,ENSG00000109572,ENSG00000111057,ENSG00000117592,ENSG00000120265,ENSG00000120438,ENSG00000124207,ENSG00000124614,ENSG00000126803,ENSG00000127481,ENSG00000132341,ENSG00000132912,ENSG00000142871,ENSG00000143546,ENSG00000144713,ENSG00000165119,ENSG00000167085,ENSG00000172053,ENSG00000174502,ENSG00000174827,ENSG00000204628,ENSG00000213741,ENSG00000240972,ENSG00000030582,ENSG00000037474,ENSG00000047932,ENSG00000064547,ENSG00000089159,ENSG00000092199,ENSG00000100591,ENSG00000102119,ENSG00000105141,ENSG00000106211,ENSG00000108424,ENSG00000117906,ENSG00000130255,ENSG00000136238,ENSG00000138071,ENSG00000143556,ENSG00000158710,ENSG00000162244,ENSG00000163902,ENSG00000186716,ENSG00000213719,ENSG00000222038,ENSG00000242372,ENSG00000253729,ENSG00000254772,ENSG00000104824,ENSG00000117868,ENSG00000131620","NA"
"Trodelvy","Sacituzumab govitecan","SACITUZUMABGOVITECAN","CHEMBL3545262","Immunomedics/Gilead","TROP2-directed ADC, with topoisomerase inhibitor","Oncology","Triple-negative breast cancer (and advanced or metastatic urothelial cancer (mUC)*)","triple-negative breast cancer; urothelial carcinoma","EFO_0005537,EFO_0008528","Serious","P,B,A,F","2020","CHEMBL3545262","ENSG00000198900,ENSG00000184292","ENSG00000131747,ENSG00000131876,ENSG00000136997,ENSG00000143799,ENSG00000153187,ENSG00000162692,ENSG00000174231,ENSG00000015285,ENSG00000115053,ENSG00000125944,ENSG00000135486,ENSG00000135829,ENSG00000167034,ENSG00000221880,ENSG00000091831,ENSG00000122566,ENSG00000187766,ENSG00000097007,ENSG00000116560,ENSG00000181163,ENSG00000187837,ENSG00000205867,ENSG00000092199,ENSG00000100201,ENSG00000147140,ENSG00000253729,ENSG00000136450,ENSG00000144028,ENSG00000165732,ENSG00000066044,ENSG00000165119,ENSG00000187180","NA"
"Trogarzo","Ibalizumab","IBALIZUMAB","CHEMBL1743029","TaiMed Biologics/Theratechnologies","CD4 antibody","Other indication","HIV","hiv infection","EFO_0000764","Serious","P,O,B,F","2018","CHEMBL1743029","ENSG00000010610","ENSG00000010610,ENSG00000097033,ENSG00000182866,ENSG00000005893,ENSG00000160791","NA"
"Trulance","Plecanatide","PLECANATIDE","CHEMBL2103867","Synergy Pharmaceuticals","Guanylate cyclase C agonist","Other indication","Chronic idiopathic constipation","Chronic constipation","HP_0012450","Not serious","S","2017","CHEMBL2103867","ENSG00000070019","ENSG00000172367,ENSG00000174827","NA"
"Trulicity","Dulaglutide","DULAGLUTIDE","CHEMBL2108027","Eli Lilly","GLP1-receptor agonist","Other indication","Type 2 diabetes","type 2 diabetes mellitus","MONDO_0005148","Not concordant","S","2014","CHEMBL2108027","ENSG00000112164","ENSG00000221880,ENSG00000197191,ENSG00000221837,ENSG00000272804,ENSG00000187766,ENSG00000264343,ENSG00000286219,ENSG00000186860,ENSG00000188581,ENSG00000254997","Orphanet_79161,HP_0003076"
"Truseltiq","Infigratinib","Infigratinib","CHEMBL1852688","BridgeBio","FGFR2 kinase inhibitor","Oncology","FGFR2-mutated bile duct cancer","bile duct cancer","MONDO_0003059","Serious","P,O,A,F","2021","CHEMBL1852688","ENSG00000068078,ENSG00000077782,ENSG00000066468,ENSG00000160867","ENSG00000072415,ENSG00000075388,ENSG00000099956,ENSG00000100519,ENSG00000111241,ENSG00000111879,ENSG00000113595,ENSG00000118960,ENSG00000127914,ENSG00000129173,ENSG00000129472,ENSG00000131143,ENSG00000131351,ENSG00000131738,ENSG00000132680,ENSG00000134758,ENSG00000134962,ENSG00000136279,ENSG00000139219,ENSG00000140092,ENSG00000143420,ENSG00000147601,ENSG00000147647,ENSG00000147689,ENSG00000154237,ENSG00000158773,ENSG00000163749,ENSG00000163875,ENSG00000166272,ENSG00000167323,ENSG00000168779,ENSG00000169087,ENSG00000170684,ENSG00000183640,ENSG00000187678,ENSG00000198369,ENSG00000229715,ENSG00000240184,ENSG00000066697,ENSG00000069535,ENSG00000077157,ENSG00000084072,ENSG00000096070,ENSG00000110811,ENSG00000116299,ENSG00000121766,ENSG00000123178,ENSG00000127423,ENSG00000131408,ENSG00000144381,ENSG00000150783,ENSG00000151332,ENSG00000154822,ENSG00000156127,ENSG00000160695,ENSG00000162344,ENSG00000164675,ENSG00000165417,ENSG00000166579,ENSG00000167182,ENSG00000167965,ENSG00000173933,ENSG00000177463,ENSG00000178394,ENSG00000180155,ENSG00000184515,ENSG00000185753,ENSG00000187855,ENSG00000197157,ENSG00000198081,ENSG00000203780,ENSG00000204220,ENSG00000204472,ENSG00000278619,ENSG00000076321,ENSG00000078328,ENSG00000079974,ENSG00000092529,ENSG00000100916,ENSG00000104824,ENSG00000106462,ENSG00000107485,ENSG00000115165,ENSG00000115738,ENSG00000123405,ENSG00000124762,ENSG00000125968,ENSG00000146021,ENSG00000146776,ENSG00000147533,ENSG00000149084,ENSG00000149357,ENSG00000152240,ENSG00000154764,ENSG00000160972,ENSG00000162624,ENSG00000164649,ENSG00000166037,ENSG00000166925,ENSG00000170312,ENSG00000171345,ENSG00000171388,ENSG00000174738,ENSG00000175866,ENSG00000177181,ENSG00000178104,ENSG00000185869,ENSG00000212864,ENSG00000242259,ENSG00000244362,ENSG00000288547,ENSG00000010379,ENSG00000011332,ENSG00000039068,ENSG00000060982,ENSG00000065361,ENSG00000066468,ENSG00000067225,ENSG00000096384,ENSG00000100225,ENSG00000101457,ENSG00000102678,ENSG00000104228,ENSG00000104413,ENSG00000105401,ENSG00000108961,ENSG00000109787,ENSG00000117625,ENSG00000123374,ENSG00000125945,ENSG00000130717,ENSG00000130770,ENSG00000138685,ENSG00000140941,ENSG00000140995,ENSG00000141753,ENSG00000145675,ENSG00000152102,ENSG00000153044,ENSG00000154358,ENSG00000158517,ENSG00000160867,ENSG00000165731,ENSG00000166225,ENSG00000166508,ENSG00000168036,ENSG00000171208,ENSG00000171223,ENSG00000172399,ENSG00000173991,ENSG00000179094,ENSG00000179348,ENSG00000183674,ENSG00000187514,ENSG00000203857,ENSG00000257949,ENSG00000011201,ENSG00000070193,ENSG00000072182,ENSG00000075426,ENSG00000089916,ENSG00000093010,ENSG00000100603,ENSG00000101290,ENSG00000102145,ENSG00000104064,ENSG00000111328,ENSG00000116918,ENSG00000118523,ENSG00000118985,ENSG00000119703,ENSG00000120094,ENSG00000120333,ENSG00000123388,ENSG00000124181,ENSG00000129351,ENSG00000130830,ENSG00000131791,ENSG00000133687,ENSG00000134248,ENSG00000136997,ENSG00000137478,ENSG00000137822,ENSG00000139053,ENSG00000148604,ENSG00000151962,ENSG00000157851,ENSG00000160961,ENSG00000162377,ENSG00000162869,ENSG00000163885,ENSG00000168769,ENSG00000170485,ENSG00000170677,ENSG00000177189,ENSG00000181513,ENSG00000184857,ENSG00000185432,ENSG00000186951,ENSG00000187778,ENSG00000198003,ENSG00000204619,ENSG00000249481,ENSG00000017797,ENSG00000068078,ENSG00000071082,ENSG00000077721,ENSG00000077782,ENSG00000087365,ENSG00000092010,ENSG00000092068,ENSG00000099814,ENSG00000100379,ENSG00000102931,ENSG00000104147,ENSG00000104341,ENSG00000109083,ENSG00000111224,ENSG00000113578,ENSG00000116691,ENSG00000117475,ENSG00000119965,ENSG00000124302,ENSG00000125571,ENSG00000140153,ENSG00000140320,ENSG00000143001,ENSG00000143382,ENSG00000143507,ENSG00000143952,ENSG00000147548,ENSG00000152684,ENSG00000155975,ENSG00000156831,ENSG00000163072,ENSG00000163596,ENSG00000164743,ENSG00000165898,ENSG00000166452,ENSG00000167861,ENSG00000168591,ENSG00000169905,ENSG00000173039,ENSG00000177606,ENSG00000179295,ENSG00000186977,ENSG00000198034,ENSG00000205838,ENSG00000225855,ENSG00000264522,ENSG00000004975,ENSG00000039650,ENSG00000054282,ENSG00000089116,ENSG00000095539,ENSG00000099817,ENSG00000103423,ENSG00000104892,ENSG00000106615,ENSG00000107831,ENSG00000118972,ENSG00000124659,ENSG00000126107,ENSG00000134198,ENSG00000134419,ENSG00000136404,ENSG00000136982,ENSG00000140285,ENSG00000140632,ENSG00000141232,ENSG00000141582,ENSG00000142856,ENSG00000144681,ENSG00000147144,ENSG00000147324,ENSG00000159445,ENSG00000163530,ENSG00000164252,ENSG00000166595,ENSG00000166681,ENSG00000170262,ENSG00000170500,ENSG00000170608,ENSG00000171357,ENSG00000175592,ENSG00000178750,ENSG00000182040,ENSG00000182196,ENSG00000185246,ENSG00000185386,ENSG00000186451,ENSG00000002834,ENSG00000040633,ENSG00000041988,ENSG00000064195,ENSG00000066248,ENSG00000068028,ENSG00000069869,ENSG00000070718,ENSG00000073150,ENSG00000088970,ENSG00000095794,ENSG00000102178,ENSG00000113070,ENSG00000115145,ENSG00000123908,ENSG00000126768,ENSG00000136738,ENSG00000136811,ENSG00000138131,ENSG00000140386,ENSG00000140859,ENSG00000143340,ENSG00000147457,ENSG00000148735,ENSG00000158246,ENSG00000163995,ENSG00000167193,ENSG00000170469,ENSG00000171425,ENSG00000181781,ENSG00000183304,ENSG00000183666,ENSG00000183856,ENSG00000184937,ENSG00000185345,ENSG00000185658,ENSG00000187510,ENSG00000236699,ENSG00000240021,ENSG00000244687,ENSG00000260027,ENSG00000158747,ENSG00000163492,ENSG00000177885,ENSG00000185880","NA"
