drugId,yearApproval,brandDrugName,originalDrugName,drugName,targetIds,interactorIds,targetType,sponsor,properties,therapeuticArea,indication,diseaseName,diseaseIds,relatedIds,diseaseType,diseaseClass,reviewType,hasAnyGE,hasInteractorDiseasesGE,hasTargetRelatedGE,hasInteractorRelatedGE,hasTargetDiseaseGE
"CHEMBL827,CHEMBL4301162",2021,Azstarys,"Dexmethylphenidate, serdexmethylphenidate","Dexmethylphenidate,serdexmethylphenidate","ENSG00000103546,ENSG00000142319,ENSG00000142319,ENSG00000103546","NA,NA,ENSG00000149295,ENSG00000152214,ENSG00000149295,ENSG00000152214",Original,Commave Therapeutics,CNS stimulant,Other indication,ADHD,attention deficit hyperactivity disorder,EFO_0003888,NA,Original,Not serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2364649,2020,Margenza,Margetuximab,MARGETUXIMAB,ENSG00000141736,"ENSG00000065361,ENSG00000072274,ENSG00000080824,ENSG00000081237,ENSG00000082898,ENSG00000085832,ENSG00000096384,ENSG00000097007,ENSG00000101213,ENSG00000111252,ENSG00000113263,ENSG00000123983,ENSG00000124181,ENSG00000127329,ENSG00000135605,ENSG00000141736,ENSG00000141968,ENSG00000143322,ENSG00000145675,ENSG00000146648,ENSG00000152894,ENSG00000153201,ENSG00000157168,ENSG00000162434,ENSG00000163399,ENSG00000165025,ENSG00000168610,ENSG00000178568,ENSG00000179295,ENSG00000197122",Original,MacroGenics,HER2-directed mAb,Oncology,HER2-positive breast cancer,HER2 Positive Breast Carcinoma,EFO_1000294,NA,Original,Serious,"S,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2216870,2014,Zydelig,Idelalisib,IDELALISIB,ENSG00000171608,"ENSG00000145675,NA",Original,Gilead Sciences,PI3K‚p110-delta subunit inhibitor,Other indication,"CLL, B-cell non-Hodgkin lymphoma and SLL",chronic lymphocytic leukemia; B-cell non-Hodgkins lymphoma,"EFO_0000095,EFO_1001938",NA,Original,Serious,"P,O,B,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2219425,2015,Aristada,Aripiprazole lauroxil,ARIPIPRAZOLELAUROXIL,"ENSG00000102468,ENSG00000178394,ENSG00000149295","ENSG00000078369,ENSG00000102468,ENSG00000118432,ENSG00000128271,ENSG00000142319,ENSG00000147246,ENSG00000147955,ENSG00000162946,ENSG00000164082,ENSG00000077782,ENSG00000149295",Original,Alkermes,Extended release atypical antipsychotic,Other indication,Schizophrenia,schizophrenia,MONDO_0005090,NA,Original,Not concordant,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL1742992,2014,Blincyto,Blinatumomab,BLINATUMOMAB,"ENSG00000177455,ENSG00000160654,ENSG00000167286,ENSG00000198851",NA,Original,Amgen,CD19- and CD3-bispecific antibody,Oncology,B-ALL,precursor B-cell acute lymphoblastic leukemia,MONDO_0020511,EFO_1001938,Related,Serious,"P,O,B,A",TRUE,FALSE,TRUE,FALSE,FALSE
"CHEMBL3137301,CHEMBL1069",2015,Entresto,"Sacubitril, valsartan","SACUBITRIL,VALSARTAN","ENSG00000196549,ENSG00000144891",ENSG00000134817,Interactor,Novartis,A neprilysin inhibitor plus an angiotensin II receptor blocker,Other indication,Chronic heart failure,congestive heart failure,EFO_0000373,NA,Original,Serious,"P,F",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL3707276,2021,Voxzogo,Vosoritide,Vosoritide,ENSG00000159899,NA,Original,Biomarin,CNP analogue,Other indication,Achondroplasia,achondroplasia,MONDO_0007037,"EFO_0004339,Orphanet_329191",Original,Not serious,"P,O,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL1289494,2021,Fotivda,Tivozanib,Tivozanib,"ENSG00000102755,ENSG00000128052,ENSG00000037280,ENSG00000157404,ENSG00000113721","ENSG00000037280,ENSG00000081237,ENSG00000096384,ENSG00000097007,ENSG00000100311,ENSG00000101213,ENSG00000110395,ENSG00000111252,ENSG00000111679,ENSG00000124181,ENSG00000127329,ENSG00000128052,ENSG00000134853,ENSG00000135605,ENSG00000143322,ENSG00000145675,ENSG00000152894,ENSG00000165025,ENSG00000171862,ENSG00000179295,ENSG00000182511,ENSG00000182866,ENSG00000197122,ENSG00000254087,ENSG00000134215,ENSG00000010810,ENSG00000094796,ENSG00000101336,ENSG00000164916,ENSG00000177885,ENSG00000186432,ENSG00000205439",Original,Aveo,VEGFR kinase inhibitor,Oncology,Renal cell carcinoma,renal cell carcinoma,EFO_0000681,NA,Original,Serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4594350,2022,Krazati,Adagrasib,Adagrasib,ENSG00000133703,"ENSG00000078061,ENSG00000133703,ENSG00000157764,ENSG00000067560,ENSG00000132155,ENSG00000142192,ENSG00000143398",Original,Mirati,KRAS-G12C inhibitor,Oncology,KRASG12C-mutated NSCLC,non-small cell lung carcinoma,EFO_0003060,NA,Original,Serious,"S,O,B,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3990029,2019,Skyrizi,Risankizumab,RISANKIZUMAB,"ENSG00000110944,ENSG00000113302","ENSG00000110944,ENSG00000113302,ENSG00000162594",Original,AbbVie,IL-23 antagonist,Other indication,Plaque psoriasis,psoriasis vulgaris,EFO_1001494,EFO_0000676,Original,Not serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL408513,2014,Beleodaq,Belinostat,BELINOSTAT,"ENSG00000108840,ENSG00000147099,ENSG00000061273,ENSG00000068024,ENSG00000171720,ENSG00000094631,ENSG00000163517,ENSG00000048052,ENSG00000100429,ENSG00000196591,ENSG00000116478","ENSG00000065361,ENSG00000100697,ENSG00000107485,ENSG00000113916,ENSG00000127152,ENSG00000141027,ENSG00000141510,ENSG00000141736,ENSG00000146648,ENSG00000147130,ENSG00000148400,ENSG00000162367,ENSG00000168036,ENSG00000169083,ENSG00000177565,ENSG00000181163,ENSG00000181449",Interactor,Spectrum,Histone-deacetylase inhibitor,Other indication,Peripheral T-cell lymphoma,unspecified peripheral T-cell lymphoma,EFO_0000211,NA,Original,Serious,"P,O,A,F",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL512351,2017,Bevyxxa,Betrixaban,BETRIXABAN,ENSG00000126218,"ENSG00000117601,NA",Original,Portola Pharmaceuticals,FXa inhibitor,Other indication,Prophylaxis of venous thromboembolism,venous thromboembolism,EFO_0004286,NA,Original,Serious,"P,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4297788,2022,Lunsumio,Mosunetuzumab,Mosunetuzumab,"ENSG00000167286,ENSG00000156738,ENSG00000198851,ENSG00000160654",NA,Original,Roche/Genentech,CD20 _ CD3 bispecific antibody,Oncology,Follicular lymphoma,follicular lymphoma,MONDO_0018906,EFO_0000183,Related,Serious,"P,O,B,A",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL4594261,2020,Fluoroestradiol F-18,Fluoroestradiol F-18,FLUOROESTRADIOLF-18,ENSG00000186868,"ENSG00000096384,ENSG00000108953,ENSG00000110367,ENSG00000118515,ENSG00000142208,ENSG00000146648,ENSG00000153944,ENSG00000197122,ENSG00000204843,ENSG00000075624,ENSG00000109971,ENSG00000134516,ENSG00000135097,ENSG00000186868,ENSG00000082701,ENSG00000105723,ENSG00000004478,ENSG00000010810,ENSG00000100784,ENSG00000108443,ENSG00000117676,ENSG00000142192,ENSG00000142330,ENSG00000164885,ENSG00000164924,ENSG00000165732,ENSG00000166033,ENSG00000167552,ENSG00000170027,ENSG00000175166,ENSG00000175203,ENSG00000175793,ENSG00000177189,ENSG00000185624,ENSG00000188906",Original,Zionexa,Radioactive diagnostic,Other indication,"Imaging, breast cancer",breast carcinoma,EFO_0000305,NA,Original,Serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4435170,2022,Sotyktu,Deucravacitinib,Deucravacitinib,ENSG00000105397,ENSG00000170581,Original,Bristol Myers Squibb,TYK2 inhibitor,Other indication,Plaque psoriasis,psoriasis vulgaris,EFO_1001494,EFO_0000676,Original,Not serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3833393,2017,Hemlibra,Emicizumab,EMICIZUMAB,"ENSG00000126218,ENSG00000101981","ENSG00000185010,ENSG00000117601",Original,Roche/Genentech,Bispecific FIX and FX-directed antibody,Other indication,Haemophilia A,hemophilia A,MONDO_0010602,NA,Original,Serious,"P,O,B",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4297335,2020,PSMA-11 Ga-68,PSMA-11 Ga-68,PSMA-11GA-68,ENSG00000142515,ENSG00000169083,Original,UCLA,Radioactive diagnostic,Other indication,"Imaging, prostate cancer",prostate carcinoma,EFO_0001663,NA,Original,Serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4594511,2022,Amvuttra,Vutrisiran,Vutrisiran,ENSG00000118271,ENSG00000118271,Original,Alnylam,TTR-targeted siRNA,Other indication,Polyneuropathy of hereditary TTR-mediated amyloidosis,familial amyloid neuropathy,EFO_0004129,NA,Original,Serious,"S,O,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2104993,2013,Brintellix,Vortioxetine,VORTIOXETINE,"ENSG00000178394,ENSG00000108576,ENSG00000166736",NA,Original,Takeda,Serotonin reuptake inhibitor,Other indication,Major depressive disorder,major depressive disorder,MONDO_0002009,NA,Original,Not serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3990026,2018,Revcovi,Elapegademase,ELAPEGADEMASE,ENSG00000196839,NA,Original,Leadiant Biosciences,Recombinant adenosine deaminase,Other indication,ADA-SCID,"Serious combined immunodeficiency, autosomal recessive, t cell-negative, b cell-negative, nk cell-negative, due to adenosine deaminase deficiency",MONDO_0007064,NA,Original,Serious,"P,O,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3301612,2018,Braftovi,Encorafenib,ENCORAFENIB,ENSG00000157764,"ENSG00000126934,ENSG00000132155,ENSG00000157764,ENSG00000169032,ENSG00000213281,ENSG00000078061,ENSG00000095015,ENSG00000096384,ENSG00000108953,ENSG00000133703,ENSG00000174775,ENSG00000105401,ENSG00000109971,ENSG00000166913,ENSG00000171132",Original,Array BioPharma,BRAF inhibitor,Oncology,BRAF-mutated melanoma,melanoma,EFO_0000756,NA,Original,Serious,"S,O",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2107830,2014,Jardiance,Empagliflozin,EMPAGLIFLOZIN,ENSG00000140675,NA,Original,Boehringer Ingelheim,SGLT2 inhibitor,Other indication,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,"HP_0003076,Orphanet_79161",Related,Not concordant,"S,F",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL1743043,2018,Lumoxiti,Moxetumomab pasudotox,MOXETUMOMABPASUDOTOX,"ENSG00000167658,ENSG00000012124","ENSG00000111679,ENSG00000165025",Interactor,AstraZeneca,CD22-directed antibody‚Äö√Ñ√∂‚àö√ë‚àö¬®drug conjugate,Oncology,Hairy cell leukaemia,hairy cell leukemia,EFO_1000956,NA,Original,Serious,"P,O,F",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL4297844,2019,Enhertu,Trastuzumab deruxtecan,TRASTUZUMABDERUXTECAN,"ENSG00000141736,ENSG00000198900","ENSG00000015285,ENSG00000065361,ENSG00000072274,ENSG00000080824,ENSG00000081237,ENSG00000082898,ENSG00000085832,ENSG00000091831,ENSG00000096384,ENSG00000097007,ENSG00000101213,ENSG00000111252,ENSG00000113263,ENSG00000116560,ENSG00000122566,ENSG00000123983,ENSG00000124181,ENSG00000127329,ENSG00000135605,ENSG00000136997,ENSG00000141736,ENSG00000141968,ENSG00000143322,ENSG00000145675,ENSG00000146648,ENSG00000147140,ENSG00000152894,ENSG00000153201,ENSG00000157168,ENSG00000162434,ENSG00000163399,ENSG00000165025,ENSG00000168610,ENSG00000178568,ENSG00000179295,ENSG00000181163,ENSG00000197122",Original,Daiichi Sankyo/AstraZeneca,HER2-directed ADC,Oncology,HER2-positive breast cancer,HER2 Positive Breast Carcinoma,EFO_1000294,NA,Original,Serious,"P,B,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2108730,2017,Kevzara,Sarilumab,SARILUMAB,ENSG00000160712,"NA,ENSG00000136244",Original,Sanofi/Regeneron,IL-6 receptor antagonist,Other indication,Rheumatoid arthritis,rheumatoid arthritis,EFO_0000685,NA,Original,Serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3301622,2018,Xospata,Gilteritinib,GILTERITINIB,"ENSG00000122025,ENSG00000167601","ENSG00000122025,ENSG00000096384,ENSG00000097007,ENSG00000124181,ENSG00000143322,ENSG00000145675,ENSG00000146648,ENSG00000165025,ENSG00000179295,ENSG00000182866,ENSG00000145715,ENSG00000106070",Original,Astellas,FLT3 inhibitor,Oncology,FLT3-positive AML,acute myeloid leukemia,EFO_0000222,NA,Original,Serious,"P,O,B,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2103875,2013,Mekinist,Trametinib,TRAMETINIB,"ENSG00000169032,ENSG00000126934",NA,Original,GSK,MEK1 and MEK2 kinase inhibitor,Oncology,Unresectable or metastatic melanoma with BRAF(V600E) mutation as detected by an FDA-approved test,metastatic melanoma,EFO_0002617,EFO_0000756,Related,Serious,"S,O,F",TRUE,FALSE,TRUE,FALSE,FALSE
"CHEMBL1473,CHEMBL1198857",2013,Breo Ellipta,"Fluticasone, vilanterol","FLUTICASONE,VILANTEROL","ENSG00000113580,ENSG00000169252","ENSG00000204388,ENSG00000204389,NA,ENSG00000113369,ENSG00000163485,ENSG00000080824,ENSG00000175793",Original,GSK,Corticosteroid plus LABA,Other indication,Chronic obstructive pulmonary disease,chronic obstructive pulmonary disease,EFO_0000341,NA,Original,Serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3655081,2022,Cibinqo,Abrocitinib,Abrocitinib,ENSG00000162434,"ENSG00000134352,ENSG00000115415,ENSG00000159110",Interactor,Pfizer,JAK inhibitor,Other indication,Atopic dermatitis,atopic eczema,EFO_0000274,"HP_0000964,MONDO_0002406",Related,Not serious,"P,B",TRUE,TRUE,TRUE,TRUE,FALSE
CHEMBL1743048,2013,Gazyva,Obinutuzumab,OBINUTUZUMAB,ENSG00000156738,"ENSG00000157613,ENSG00000168685",Interactor,Genentech,Humanized CD20-specific monoclonal antibody,Oncology,Previously untreated chronic lymphocytic leukaemia,chronic lymphocytic leukemia,EFO_0000095,NA,Original,Serious,"P,O,B",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL2178422,2020,Nurtec ODT,Rimegepant,RIMEGEPANT,ENSG00000064989,ENSG00000110680,Interactor,Biohaven,CGRP receptor antagonist,Other indication,Migraine,migraine disorder,MONDO_0005277,NA,Original,Not serious,S,TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL3545185,2019,Xpovio,Selinexor,SELINEXOR,ENSG00000082898,"ENSG00000141510,ENSG00000141736,NA",Original,Karyopharm Therapeutics,XPO1 inhibitor,Oncology,Multiple myeloma,multiple myeloma,EFO_0001378,MONDO_0004095,Original,Serious,"P,O,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2108611,2017,Besponsa,Inotuzumab ozogamicin,INOTUZUMABOZOGAMICIN,ENSG00000012124,NA,Original,Pfizer,CD22-directed antibody‚Äö√Ñ√∂‚àö√ë‚àö¬®drug conjugate,Oncology,B cell precursor ALL,precursor B-cell acute lymphoblastic leukemia,MONDO_0020511,EFO_1001938,Related,Serious,"P,O,B",TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL1743010,2015,Empliciti,Elotuzumab,ELOTUZUMAB,ENSG00000026751,ENSG00000183918,Interactor,Bristol-Myers Squibb,SLAMF7-directed mAb,Oncology,Multiple myeloma,multiple myeloma,EFO_0001378,MONDO_0004095,Original,Serious,"P,O,B",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL1983350,2018,Diacomit,Stiripentol,STIRIPENTOL,ENSG00000022355,"ENSG00000113327,NA",Original,Biocodex,GABA reuptake inhibitor,Other indication,Dravet syndrome,dravet syndrome,Orphanet_33069,"MONDO_0020072,MONDO_0020072",Original,Serious,"P,O",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL1201605,2016,Zinbryta,Daclizumab,DACLIZUMAB,"ENSG00000134460,ENSG00000100385,ENSG00000147168","ENSG00000134470,ENSG00000244411",Original,Biogen,IL-2-targeted mAb,Other indication,Multiple sclerosis,multiple sclerosis,MONDO_0005301,NA,Original,Serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3188267,2020,Tabrecta,Capmatinib,CAPMATINIB,ENSG00000105976,"ENSG00000105976,ENSG00000146648,ENSG00000010671,ENSG00000081237,ENSG00000101213,ENSG00000110395,ENSG00000111252,ENSG00000113263,ENSG00000124181,ENSG00000127329,ENSG00000135605,ENSG00000140538,ENSG00000143322,ENSG00000145675,ENSG00000152894,ENSG00000165025,ENSG00000179295,ENSG00000182511,ENSG00000182866,ENSG00000185338,ENSG00000197122,ENSG00000254087,ENSG00000160691,ENSG00000177885,ENSG00000101336,ENSG00000136205,ENSG00000000938,ENSG00000007264,ENSG00000010017,ENSG00000019991,ENSG00000070159,ENSG00000071051,ENSG00000074966,ENSG00000105647,ENSG00000115290,ENSG00000117461,ENSG00000127947,ENSG00000131746,ENSG00000134215,ENSG00000141738,ENSG00000145715,ENSG00000149177,ENSG00000158092,ENSG00000160293,ENSG00000176105,ENSG00000197943,ENSG00000198753",Original,Novartis,MET kinase inhibitor,Oncology,NSCLC,non-small cell lung carcinoma,EFO_0003060,NA,Original,Serious,"P,O,B,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4297762,2019,Vyondys 53,Golodirsen,GOLODIRSEN,ENSG00000198947,"ENSG00000101400,NA",Original,Sarepta,Exon 53 skipping antisense,Other indication,Duchenne muscular dystrophy,duchenne muscular dystrophy,MONDO_0010679,NA,Original,Serious,"P,O,A,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3707358,2022,Xenpozyme,Olipudase alfa,Olipudasealfa,ENSG00000166311,NA,Original,Sanofi/Genzyme,Acid sphingomyelinase ERT,Other indication,Acid sphingomyelinase deficiency,acid sphingomyelinase deficiency,MONDO_0100464,NA,Original,Serious,"P,O,B,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3545132,2022,Elahere,Mirvetuximab soravtansine,Mirvetuximabsoravtansine,"ENSG00000110195,ENSG00000127824,ENSG00000152086,ENSG00000261456,ENSG00000101162,ENSG00000188229,ENSG00000104833,ENSG00000258947,ENSG00000123416,ENSG00000198033,ENSG00000167553,ENSG00000137285,ENSG00000167552,ENSG00000176014,ENSG00000137267,ENSG00000196230","ENSG00000065361,ENSG00000080824,ENSG00000083799,ENSG00000091831,ENSG00000126934,ENSG00000130779,ENSG00000133124,ENSG00000136997,ENSG00000146648,ENSG00000177606,ENSG00000179218,ENSG00000204843,ENSG00000123349",Interactor,ImmunoGen,FR_-targeted antibody-drug conjugate,Oncology,Ovarian cancer,ovarian carcinoma,EFO_0001075,NA,Original,Serious,"P,O,A,F",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL3989977,2018,Gamifant,Emapalumab,EMAPALUMAB,ENSG00000111537,ENSG00000027697,Original,Novimmune,Interferon-‚âà√≠‚Äö√¢‚Ä¢-blocking antibody,Other indication,Primary haemophagocytic lymphohistiocytosis,genetic hemophagocytic lymphohistiocytosis,MONDO_0015541,NA,Original,Serious,"P,O,B",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4297185,2019,Nubeqa,Darolutamide,DAROLUTAMIDE,ENSG00000169083,"ENSG00000169083,ENSG00000005339,ENSG00000010671,ENSG00000084676,ENSG00000089280,ENSG00000097007,ENSG00000101213,ENSG00000106462,ENSG00000109685,ENSG00000110092,ENSG00000118058,ENSG00000124181,ENSG00000129514,ENSG00000136504,ENSG00000136826,ENSG00000140396,ENSG00000141027,ENSG00000141867,ENSG00000141968,ENSG00000143322,ENSG00000145675,ENSG00000157554,ENSG00000159388,ENSG00000165025,ENSG00000167548,ENSG00000168036,ENSG00000179295,ENSG00000182511,ENSG00000182866,ENSG00000184634,ENSG00000197122,ENSG00000204209,ENSG00000254087,ENSG00000125686,ENSG00000142515,ENSG00000145715,ENSG00000160691,ENSG00000266412",Original,Bayer,Androgen receptor inhibitor,Oncology,Prostate cancer,prostate cancer,MONDO_0008315,NA,Original,Serious,"P,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL471737,2015,Corlanor,Ivabradine,IVABRADINE,ENSG00000138622,ENSG00000138622,Original,Amgen,Hyperpolarization-activated cyclic nucleotide-gated channel blocker,Other indication,Chronic heart failure,Abnormality of the cardiovascular system,HP_0001626,NA,Original,Serious,"P,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL566752,2014,Neuraceq,Florbetaben-F18,FLORBETABEN-F18,ENSG00000142192,"ENSG00000080815,ENSG00000130203,ENSG00000137642,ENSG00000137845,ENSG00000142192,ENSG00000143801,ENSG00000186868,ENSG00000070808,ENSG00000132535,ENSG00000007047,ENSG00000073060,ENSG00000120885,ENSG00000120899,ENSG00000121653,ENSG00000128482,ENSG00000129219,ENSG00000131042,ENSG00000138613,ENSG00000139318,ENSG00000163879,ENSG00000165916,ENSG00000168077",Original,Piramal Imaging,Radioactive diagnostic agent,Other indication,Imaging of the brain to estimate density of neuritic amyloid-beta plaques,neuritic plaque measurement; Alzheimer disease,"EFO_0006798,MONDO_0004975",NA,Original,Serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3545376,2019,Balversa,Erdafitinib,ERDAFITINIB,"ENSG00000077782,ENSG00000066468,ENSG00000160867,ENSG00000068078","ENSG00000065361,ENSG00000068078,ENSG00000002834,ENSG00000039068,ENSG00000066468,ENSG00000077782,ENSG00000096384,ENSG00000099956,ENSG00000102145,ENSG00000106462,ENSG00000107485,ENSG00000123388,ENSG00000124181,ENSG00000124762,ENSG00000127914,ENSG00000136997,ENSG00000139219,ENSG00000145675,ENSG00000147548,ENSG00000160867,ENSG00000165731,ENSG00000168036,ENSG00000168769,ENSG00000177606,ENSG00000178104,ENSG00000179094,ENSG00000179295,ENSG00000179348,ENSG00000184937,ENSG00000197157,ENSG00000106615",Original,Janssen /J&J,FGFR inhibitor,Oncology,Bladder cancer,urinary bladder carcinoma,MONDO_0004986,NA,Original,Serious,"P,B,A",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL4216467,2020,Qinlock,Ripretinib,RIPRETINIB,"ENSG00000157404,ENSG00000134853","NA,ENSG00000111252,ENSG00000113721,ENSG00000146648,ENSG00000049130",Original,Deciphera,KIT and PDGFRA kinase inhibitor,Oncology,GIST,gastrointestinal stromal tumor,MONDO_0011719,NA,Original,Serious,"P,O,B,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL1094636,2017,Zejula,Niraparib,NIRAPARIB,"ENSG00000129484,ENSG00000143799","ENSG00000141510,ENSG00000082805,ENSG00000091831,ENSG00000100030,ENSG00000148737,ENSG00000154767,ENSG00000156052,ENSG00000157554,ENSG00000164305,ENSG00000165392,ENSG00000168036,ENSG00000198900,ENSG00000245848,ENSG00000286522,ENSG00000101412,ENSG00000148702",Interactor,Tesaro,PARP inhibitor,Oncology,"Epithelial ovarian, fallopian tube or primary peritoneal cancer",fallopian tube cancer; ovarian epithelial tumor; primary peritoneal carcinoma,"MONDO_0002158,MONDO_0002229,MONDO_0015686",NA,Original,Serious,"P,O,B,F",TRUE,TRUE,FALSE,FALSE,FALSE
CHEMBL3622821,2019,Rinvoq,Upadacitinib,UPADACITINIB,"ENSG00000162434,ENSG00000096968,ENSG00000105397,ENSG00000105639","ENSG00000096968,ENSG00000100368,ENSG00000105639,ENSG00000134352,ENSG00000162434,ENSG00000065361,ENSG00000106541,ENSG00000115415,ENSG00000131196,ENSG00000142166,ENSG00000168610,ENSG00000183386",Original,AbbVie,JAK inhibitor,Other indication,Rheumatoid arthritis,rheumatoid arthritis,EFO_0000685,NA,Original,Serious,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3989931,2017,Idhifa,Enasidenib mesylate,ENASIDENIBMESYLATE,ENSG00000182054,ENSG00000182054,Original,Celgene/Agios,IDH2 inhibitor,Oncology,IDH2-mutated AML,acute myeloid leukemia,EFO_0000222,NA,Original,Serious,"P,O,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3948730,2021,Ukoniq,Umbralisib,Umbralisib,"ENSG00000171608,ENSG00000097007,ENSG00000213923","ENSG00000078674,ENSG00000122025,ENSG00000141736,ENSG00000145675,ENSG00000149311,ENSG00000153707,ENSG00000157404,ENSG00000134982,ENSG00000197822",Interactor,TG Therapeutics,PI3Kdelta and CK1epsilon inhibitor,Oncology,"MZL, follicular lymphoma",MZL; follicular lymphoma,"EFO_1000630,MONDO_0018906",EFO_0000183,Related,Serious,"P,O,B,A",TRUE,TRUE,TRUE,TRUE,FALSE
CHEMBL2107884,2016,Cinqair,Reslizumab,RESLIZUMAB,ENSG00000113525,NA,Original,Teva,IL-5 antagonist,Other indication,Serious asthma,Status Asthmaticus,EFO_0008590,"MONDO_0004979,MONDO_0004979",Related,Serious,S,TRUE,FALSE,TRUE,FALSE,FALSE
CHEMBL3707328,2018,Emgality,Galcanezumab,GALCANEZUMAB,"ENSG00000175868,ENSG00000110680","ENSG00000157087,ENSG00000110680",Original,Eli Lilly,CGRP antibody,Other indication,Migraine,migraine disorder,MONDO_0005277,NA,Original,Not serious,"S,F",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL2108078,2015,Natpara,Parathyroid hormone,PARATHYROIDHORMONE,ENSG00000160801,"ENSG00000152266,ENSG00000087494,ENSG00000168036",Original,NPS Pharma,Hormonal injection,Other indication,Hypocalcaemia in patients with hypoparathyroidism,hypoparathyroidism; Hypocalcemia,"EFO_0009451,HP_0002901",NA,Original,Not concordant,"S,O",TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL3989949,2019,Xcopri,Cenobamate,CENOBAMATE,"ENSG00000168356,ENSG00000196876,ENSG00000185313,ENSG00000144285,ENSG00000153253,ENSG00000183873,ENSG00000136531,ENSG00000169432,ENSG00000136546,ENSG00000007314,ENSG00000186297,ENSG00000151834,ENSG00000011677,ENSG00000187730,ENSG00000109158,ENSG00000022355,ENSG00000166206,ENSG00000182256,ENSG00000145864,ENSG00000268089,ENSG00000145863,ENSG00000094755,ENSG00000163288,ENSG00000113327,ENSG00000102287,ENSG00000163285","ENSG00000022355,ENSG00000102466,ENSG00000105711,ENSG00000113327,ENSG00000114279,ENSG00000166206,NA",Original,SK Life Science,Unknown,Other indication,Partial onset seizures,seizure,HP_0001250,NA,Original,Not concordant,S,TRUE,FALSE,FALSE,FALSE,TRUE
CHEMBL408403,2017,Giapreza,Angiotensin II,ANGIOTENSINII,ENSG00000144891,"ENSG00000134817,ENSG00000139053,ENSG00000143153",Interactor,La Jolla Pharmaceutical Company,Synthetic human angiotensin,Other indication,Blood pressure in adults with septic or other distributive shock,septic shock; blood pressure,"EFO_0006834,EFO_0004325",NA,Original,Serious,P,TRUE,TRUE,FALSE,FALSE,FALSE
