Brand_name,Drug_name_original,Drug_name,Sponsor,DrugId,Properties,Indication,Indication_EFO,DiseaseId,TA,Review_type,Year,targetIds,has_GE
Ninlaro,Ixazomib,IXAZOMIB,Takeda,CHEMBL2141296,Oral proteasome inhibitor,Multiple myeloma,multiple myeloma,EFO_0001378,Oncology,"P, O",2015,"ENSG00000165916, ENSG00000240065, ENSG00000159377, ENSG00000108671, ENSG00000100804, ENSG00000161057, ENSG00000154611, ENSG00000159352, ENSG00000100902, ENSG00000013275, ENSG00000173692, ENSG00000101182, ENSG00000103035, ENSG00000129084, ENSG00000142507, ENSG00000222028, ENSG00000197170, ENSG00000175166, ENSG00000205220, ENSG00000100764, ENSG00000277791, ENSG00000136930, ENSG00000099341, ENSG00000163636, ENSG00000185627, ENSG00000127922, ENSG00000115233, ENSG00000087191, ENSG00000108344, ENSG00000204264, ENSG00000100519, ENSG00000100567, ENSG00000143106, ENSG00000126067, ENSG00000130706, ENSG00000106588, ENSG00000008018, ENSG00000041357",TRUE
Portrazza,Necitumumab,NECITUMUMAB,Eli Lilly,CHEMBL1743047,EGFR antagonist,NSCLC,non-small cell lung carcinoma,EFO_0003060,Oncology,"S, O",2015,ENSG00000146648,TRUE
Empliciti,Elotuzumab,ELOTUZUMAB,Bristol-Myers Squibb,CHEMBL1743010,SLAMF7-directed mAb,Multiple myeloma,multiple myeloma,EFO_0001378,Oncology,"P, O, B",2015,ENSG00000026751,TRUE
Kanuma,Sebelipase alfa,SEBELIPASE ALFA,Alexion,CHEMBL3039537,Enzyme replacement therapy,LAL deficiency,lysosomal acid lipase deficiency,MONDO_0010204,Metabolic,"P, O, B",2015,ENSG00000107798,TRUE
Alecensa,Alectinib,ALECTINIB,Roche,CHEMBL1738797,ALK inhibitor,NSCLC,non-small cell lung carcinoma,EFO_0003060,Oncology,"P, O, B, A",2015,"ENSG00000171094, ENSG00000143924, ENSG00000165731",TRUE
Bridion,Sugammadex,SUGAMMADEX,Merck & Co.,CHEMBL2111107,A modified gamma cyclodextrin,Reversal of neuromuscular blockade during surgery,neuromuscular disease,EFO_1001902,Other,P,2015,NA,NA
Uptravi,Selexipag,SELEXIPAG,Actelion,CHEMBL238804,Prostacyclin receptor agonist,Pulmonary arterial hypertension,pulmonary arterial hypertension,EFO_0001361,Cardiovascular,"S, O",2015,ENSG00000160013,FALSE
Zurampic,Lesinurad,LESINURAD,AstraZeneca,CHEMBL2105720,URAT1 inhibitor,Gout,gout,EFO_0004274,Other,S,2015,ENSG00000197891,TRUE
Nesina,Alogliptin,ALOGLIPTIN,Takeda,CHEMBL376359,DPP4 inhibitor,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,Metabolic,S,2013,ENSG00000197635,TRUE
Kynamro,Mipomersen,MIPOMERSEN,Genzyme,CHEMBL2219536,Oligonucleotide inhibitor of apolipoprotein B100 synthesis,Homozygous familial hypercholesterolaemia,homozygous familial hypercholesterolemia,MONDO_0018328,Cardiovascular,"S, O",2013,ENSG00000084674,TRUE
Pomalyst,Pomalidomide,POMALIDOMIDE,Celgene,CHEMBL43452,Immunomodulatory antineoplastic agent,Multiple myeloma,multiple myeloma,EFO_0001378,Oncology,"S, O",2013,"ENSG00000167986, ENSG00000139842, ENSG00000113851, ENSG00000100387",TRUE
Kadcyla,Ado-trastuzumab emtansine,TRASTUZUMAB EMTANSINE,Genentech,CHEMBL1743082,HER2-targeted antibody and microtubule inhibitor conjugate,HER2-positive metastatic breast cancer,HER2 Positive Breast Carcinoma,EFO_1000294,Oncology,P,2013,"ENSG00000167553, ENSG00000196230, ENSG00000137285, ENSG00000123416, ENSG00000176014, ENSG00000137267, ENSG00000101162, ENSG00000258947, ENSG00000261456, ENSG00000188229, ENSG00000104833, ENSG00000127824, ENSG00000198033, ENSG00000167552, ENSG00000152086, ENSG00000141736",TRUE
Osphena,Ospemifene,OSPEMIFENE,Shionogi,CHEMBL2105395,Oestrogen receptor modulator,Moderate to severe dyspareunia due to menopause,Dyspareunia; menopause,HP_0030016; EFO_0003922,Reproductive,S,2013,"ENSG00000140009, ENSG00000091831",TRUE
Lymphoseek kit,Technetium TC 99m tilmanocept,TECHNETIUM TC 99M TILMANOCEPT,Navidea,CHEMBL2108726,Radioactive diagnostic agent,Lymphatic mapping in patients with breast cancer or melanoma,breast cancer; melanoma,MONDO_0007254; EFO_0000756,Imaging,S,2013,ENSG00000260314,FALSE
Dotarem,Gadoterate meglumine,GADOTERATE MEGLUMINE,Guerbet,CHEMBL2219415,Gadolinium-based contrast agent,Contrast agent to visualize disruption of the blood-brain barrier,NA,NA,Imaging,P,2013,NA,NA
Tecfidera,Dimethyl fumarate,DIMETHYL FUMARATE,Biogen Idec,CHEMBL2107333,MOA unknown; activates NRF2 pathway,Relapsing forms of multiple sclerosis,relapsing-remitting multiple sclerosis,EFO_0003929,Neurological,S,2013,ENSG00000079999,TRUE
Invokana,Canagliflozin,CANAGLIFLOZIN,Janssen,CHEMBL4594217,SGLT2 inhibitor,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,Metabolic,S,2013,ENSG00000140675,TRUE
Invokana,Canagliflozin,CANAGLIFLOZIN,Janssen,CHEMBL2048484,SGLT2 inhibitor,Type 2 diabetes,type 2 diabetes mellitus,MONDO_0005148,Metabolic,S,2013,ENSG00000140675,TRUE
Breo Ellipta,Fluticasone; vilanterol,FLUTICASONE,GSK,CHEMBL1473,Corticosteroid plus LABA,Chronic obstructive pulmonary disease,chronic obstructive pulmonary disease,EFO_0000341,Respiratory,S,2013,ENSG00000113580,TRUE
Breo Ellipta,Fluticasone; vilanterol,VILANTEROL,GSK,CHEMBL1198857,Corticosteroid plus LABA,Chronic obstructive pulmonary disease,chronic obstructive pulmonary disease,EFO_0000341,Respiratory,S,2013,ENSG00000169252,TRUE
Xofigo,Radium RA 223 dichloride,RADIUM RA 223 DICHLORIDE,Bayer,CHEMBL2107816,Alpha particle-emitting radioactive therapeutic,Castration-resistant prostate cancer,prostate cancer,MONDO_0008315,Imaging,P,2013,NA,NA
Tafinlar,Dabrafenib,DABRAFENIB,GSK,CHEMBL2028663,"Kinase inhibitor with activity against BRAFV600E, BRAFV600K, BRAFV600D, wild-type BRAF and other kinases",Unresectable or metastatic melanoma with BRAF(V600E) mutation as detected by an FDA-approved test,metastatic melanoma,EFO_0002617,Oncology,"S, O",2013,ENSG00000157764,TRUE
Mekinist,Trametinib,TRAMETINIB,GSK,CHEMBL2103875,MEK1 and MEK2 kinase inhibitor,Unresectable or metastatic melanoma with BRAF(V600E) mutation as detected by an FDA-approved test,metastatic melanoma,EFO_0002617,Oncology,"S, O",2013,"ENSG00000169032, ENSG00000126934",TRUE
Gilotrif,Afatinib,AFATINIB,Boehringer Ingelheim,CHEMBL1173655,"EGFR (ERBB1), HER2 (ERBB2), and HER4 (ERRB4) kinase inhibitor",First-line treatment of patients with metastatic NSCLC whose tumours have EGFR exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test,non-small cell lung carcinoma,EFO_0003060,Oncology,"P, O",2013,"ENSG00000141736, ENSG00000146648, ENSG00000178568",TRUE
Tivicay,Dolutegravir,DOLUTEGRAVIR,ViiV,CHEMBL1229211,HIV1 integrase strand transfer inhibitor,"HIV1 infection in adults and children, in combination with other antiretroviral agents",HIV infection,EFO_0000764,Infectious,P,2013,NA,NA
Brintellix,Vortioxetine,VORTIOXETINE,Takeda,CHEMBL2104993,Serotonin reuptake inhibitor,Major depressive disorder,major depressive disorder,MONDO_0002009,Mental health,S,2013,"ENSG00000178394, ENSG00000108576, ENSG00000166736",TRUE
Duavee,Bazedoxifene acetate; oestrogens,BAZEDOXIFENE ACETATE,Pfizer,CHEMBL2106615,Conjugated oestrogens with an oestrogen receptor modulator,Moderate to severe vasomotor symptoms associated with menopause and prevention of postmenopausal osteoporosis,menopause; postmenopausal osteoporosis,EFO_0003922; EFO_0003854,Other,S,2013,"ENSG00000091831, ENSG00000140009",TRUE
Duavee,Bazedoxifene acetate; oestrogens,"ESTROGENS, CONJUGATED",Pfizer,CHEMBL1201649,Conjugated oestrogens with an oestrogen receptor modulator,Moderate to severe vasomotor symptoms associated with menopause and prevention of postmenopausal osteoporosis,menopause; postmenopausal osteoporosis,EFO_0003922; EFO_0003854,Other,S,2013,"ENSG00000140009, ENSG00000091831",TRUE
Adempas,Riociguat,RIOCIGUAT,Bayer,CHEMBL2107834,Soluble guanylyl cyclase stimulator,Persistent or recurrent chronic thromboembolic pulmonary hypertension and pulmonary arterial hypertension,pulmonary arterial hypertension,EFO_0001361,Cardiovascular,"P, O",2013,"ENSG00000123201, ENSG00000164116, ENSG00000061918, ENSG00000152402",TRUE
Opsumit,Macitentan,MACITENTAN,Actelion,CHEMBL2103873,Endothelin receptor antagonist,Pulmonary arterial hypertension,pulmonary arterial hypertension,EFO_0001361,Cardiovascular,"S, O",2013,"ENSG00000136160, ENSG00000151617",TRUE
Vizamyl,Flutemetamol F-18,FLUTEMETAMOL F-18,GE Healthcare,CHEMBL2042122,Radioactive diagnostic agent,PET imaging of the brain to estimate beta-amyloid neuritic plaque density in patients who are being evaluated for Alzheimer's disease,neuritic plaque measurement; Alzheimer disease,EFO_0006798; MONDO_0004975,Imaging,S,2013,ENSG00000142192,TRUE
Gazyva,Obinutuzumab,OBINUTUZUMAB,Genentech,CHEMBL1743048,Humanized CD20-specific monoclonal antibody,Previously untreated chronic lymphocytic leukaemia,chronic lymphocytic leukemia,EFO_0000095,Oncology,"P, O, B",2013,ENSG00000156738,TRUE
Aptiom,Eslicarbazepine,ESLICARBAZEPINE,Sunovion,CHEMBL315985,"MOA unknown, but thought to involve voltage-gated sodium channels",Partial-onset seizures,Seizure,HP_0001250,Neurological,S,2013,"ENSG00000168356, ENSG00000169432, ENSG00000144285, ENSG00000007314, ENSG00000136546, ENSG00000185313, ENSG00000136531, ENSG00000183873, ENSG00000196876, ENSG00000153253",TRUE
Imbruvica,Ibrutinib,IBRUTINIB,Pharmacyclics,CHEMBL1873475,Bruton's tyrosine kinase inhibitor,Mantle cell lymphoma,Mantle cell lymphoma,EFO_1001469,Oncology,"P, O, B",2013,ENSG00000010671,TRUE
Luzu,Luliconazole,LULICONAZOLE,Medicis,CHEMBL2105689,Azole antifungal,"Interdigital tinea pedis, tinea cruris and tinea corporis caused by Trichophyton rubrum and Epidermophyton floccosum",tinea,EFO_0007510,"Dermatology, infectious",S,2013,NA,NA
Olysio,Simeprevir,SIMEPREVIR,Janssen,CHEMBL501849,HCV NS3/4A protease inhibitor,"Chronic HCV infection, as a component of a combination antiviral treatment regimen",hepatitis C virus infection,EFO_0003047,Infectious,P,2013,NA,NA
Sovaldi,Sofosbuvir,SOFOSBUVIR,Gilead,CHEMBL1259059,HCV nucleotide analogue NS5B polymerase inhibitor,"Chronic HCV infection, as a component of a combination antiviral treatment regimen",hepatitis C virus infection,EFO_0003047,Infectious,"P, B",2013,NA,NA
Anoro Ellipta,Umeclidinium; vilanterol,UMECLIDINIUM,GSK,CHEMBL1187833,Anticholinergic and a LABA,Chronic obstructive pulmonary disease,chronic obstructive pulmonary disease,EFO_0000341,Respiratory,S,2013,ENSG00000133019,TRUE
Anoro Ellipta,Umeclidinium; vilanterol,VILANTEROL,GSK,CHEMBL1198857,Anticholinergic and a LABA,Chronic obstructive pulmonary disease,chronic obstructive pulmonary disease,EFO_0000341,Respiratory,S,2013,ENSG00000169252,TRUE
